rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),0.11161988064845473,0.12933309128768405,0.863041929463909,-0.14076965811342151,0.36247600367535215,macro
latitude,0.24295783747399088,0.2163130101674942,1.1231771833135011,-0.17700445089429384,0.66507845428906,macro
.sig01,NA,NA,NA,0.11472054270344764,0.2577087297247186,macro
.sigma,NA,NA,NA,0.130895964297313,0.1664683782405685,macro
