model,parameter,overlap_estimate,overlap_SE,stat.overlap,P_value,lwr.overlap,upr.overlap
linear_noLatitude,(Intercept),7.561855200147228,1.7037718285553962,4.438302754752564,9.067102207271915e-6,4.2225237783047005,10.901186621989755
linear_noLatitude,elevation_change,-0.006413824021488375,0.001766160114869043,-3.6315076801312243,2.8177027039677505e-4,-0.009875434237562822,-0.0029522138054139265
