model,parameter,overlap_estimate,overlap_SE,stat.overlap,P_value,lwr.overlap,upr.overlap
linear_noSnow,(Intercept),2.0292435340265156,0.9208608592036478,2.2036375134690678,0.02754984686596207,0.22438941521475653,3.8340976528382744
linear_noSnow,snowdepth,-0.011416693903975414,0.0019743630093728595,-5.7824695103064325,7.3611914341853435e-9,-0.015286374294754336,-0.007547013513196493
