site,micro,month,elevation_change,macro,foliage,snowdepth,latitude,veg_structure,foliage_cover,height,snow_presence,janzenDscore,TAD,kde
CR_southwest,surface,1,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.612334473,-5.81501832,0.070736764
CR_southwest,surface,2,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.323164486,-3.52564103,0.135617305
CR_southwest,surface,3,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.258124805,-3.15934066,0.160398734
CR_southwest,surface,4,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.359990437,-4.16666667,0.131267822
CR_southwest,surface,5,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.595843591,-5.49450549,0.073722366
CR_southwest,surface,6,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.6375305,-6.18131868,0.065693548
CR_southwest,surface,7,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.629563302,-5.67765568,0.067299403
CR_southwest,surface,8,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.542115199,-5.26556777,0.084826708
CR_southwest,surface,9,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.705710836,-6.04395605,0.0545378
CR_southwest,surface,10,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.733512346,-6.27289377,0.050006474
CR_southwest,surface,11,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.601078144,-6.08974359,0.072679753
CR_southwest,surface,12,3080,developed,leaf-off,0,9.242927,598.8305678,0,1.6,no snow,-0.649358847,-5.9981685,0.063658309
EC_maquipucuna,surface,1,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.278353013,1.900865,0.098958343
EC_maquipucuna,surface,2,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.368275716,2.562585,0.047647192
EC_maquipucuna,surface,3,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.291007049,1.973915,0.107554364
EC_maquipucuna,surface,4,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.417859336,3.1472,0.172788684
EC_maquipucuna,surface,5,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.57109831,4.09432,0.136215006
EC_maquipucuna,surface,6,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.788958417,6.81836,0.216523235
EC_maquipucuna,surface,7,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.760238594,6.64689,0.282675077
EC_maquipucuna,surface,8,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.606380851,5.386965,0.319817759
EC_maquipucuna,surface,9,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.741417912,9.21214,0.304575498
EC_maquipucuna,surface,10,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.44129614,4.71255,0.217321715
EC_maquipucuna,surface,11,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.734477836,9.29904,0.242376754
EC_maquipucuna,surface,12,1052,tropical broadleaf,leaf-on,0,0.122683335,1463.29546,1,1.5,no snow,0.481800328,3.9704,0.170303163
ID,soil,1,686,scrub shrub,leaf-off,14.94325,43.1160225,0,0,-0.1,snow,2.878330172,4.077,0.143496127
ID,soil,2,686,scrub shrub,leaf-off,11.02564368,43.1160225,0,0,-0.1,snow,1.17523039,3.153,0.129853594
ID,soil,3,686,scrub shrub,leaf-off,2.305913978,43.1160225,0,0,-0.1,snow,0.449083952,5.016333333,0.110422271
ID,soil,4,686,scrub shrub,leaf-off,0.282222222,43.1160225,0,0,-0.1,no snow,0.523793981,8.1885,0.208869656
ID,soil,5,686,scrub shrub,leaf-off,0.027419355,43.1160225,0,0,-0.1,no snow,0.607460577,14.229,0.458017407
ID,soil,6,686,scrub shrub,leaf-off,0,43.1160225,0,0,-0.1,no snow,0.611926231,15.069,0.438882457
ID,soil,7,686,scrub shrub,leaf-off,0,43.1160225,0,0,-0.1,no snow,0.587602635,14.435,0.424076952
ID,soil,8,686,scrub shrub,leaf-off,0,43.1160225,0,0,-0.1,no snow,0.617141949,14.59,0.468761811
ID,soil,9,686,scrub shrub,leaf-off,0,43.1160225,0,0,-0.1,no snow,0.728411463,18.59733333,0.486763297
ID,soil,10,686,scrub shrub,leaf-off,0,43.1160225,0,0,-0.1,no snow,0.712666306,13.1735,0.448871206
ID,soil,11,686,scrub shrub,leaf-off,1.095888889,43.1160225,0,0,-0.1,no snow,0.942289174,10.32,0.413786592
ID,soil,12,686,scrub shrub,leaf-off,5.756553672,43.11340271,0,0,-0.1,snow,0.934024624,1.5915,0.102852931
ID,surface,1,686,scrub shrub,leaf-off,14.94325,43.1160225,0,0,1,snow,0.939455294,21.3665,0.642469561
ID,surface,2,686,scrub shrub,leaf-off,11.02564368,43.1160225,0,0,1,snow,0.81847952,18.57333333,0.611875284
ID,surface,3,686,scrub shrub,leaf-off,2.305913978,43.1160225,0,0,1,snow,0.760627141,17.88,0.50135045
ID,surface,4,686,scrub shrub,leaf-off,0.282222222,43.1160225,0,0,1,no snow,0.762587484,17.50833333,0.488132275
ID,surface,5,686,scrub shrub,leaf-off,0.027419355,43.1160225,0,0,1,no snow,0.766094837,19.574,0.553859904
ID,surface,6,686,scrub shrub,leaf-off,0,43.1160225,0,0,1,no snow,0.781392688,21.863,0.576222221
ID,surface,7,686,scrub shrub,leaf-off,0,43.1160225,0,0,1,no snow,0.739396252,17.346,0.533648347
ID,surface,8,686,scrub shrub,leaf-off,0,43.1160225,0,0,1,no snow,0.765816571,17.66333333,0.556905282
ID,surface,9,686,scrub shrub,leaf-off,0,43.1160225,0,0,1,no snow,0.797236047,21.0895,0.652280611
ID,surface,10,686,scrub shrub,leaf-off,0,43.1160225,0,0,1,no snow,0.825600554,20.132,0.588166151
ID,surface,11,686,scrub shrub,leaf-off,1.095888889,43.1160225,0,0,1,no snow,0.940186532,23.13233333,0.558627048
ID,surface,12,686,scrub shrub,leaf-off,5.498575269,43.1160225,0,0,1,snow,0.914881942,15.65266667,0.573454512
MD,canopy,1,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,19,no snow,0.697723399,9.954,0.473459328
MD,canopy,2,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,19,no snow,0.785833906,10.955,0.488124929
MD,canopy,11,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,19,no snow,0.233193855,0.999,0.346046575
MD,canopy,12,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,19,no snow,0.88932224,14.472,0.555197717
MD,soil,1,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,-0.07,no snow,0.377964473,1.5,0.142963562
MD,soil,2,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,-0.07,no snow,0.375,1.5,0.085599996
MD,soil,11,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,-0.07,no snow,-0.447213595,-1,0.110557695
MD,soil,12,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,-0.07,no snow,0.639602149,3,0.200007596
MD,surface,1,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,1,no snow,0.771715019,9.018,0.453647381
MD,surface,2,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,1,no snow,0.873214596,9.518,0.447336051
MD,surface,11,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,1,no snow,0.266785806,1.063,0.359863629
MD,surface,12,950,tropical broadleaf,leaf-on,0,-21.265,1657.80714,1,1,no snow,0.856423549,11.566,0.598834985
MY_SAFE_degraded,surface,5,125.4231,degraded tropical broadleaf,leaf-on,0,4.695657231,1143.81635,1,1.5,no snow,0.860309002,7.5,0.815486153
MY_SAFE_degraded,surface,6,125.4231,degraded tropical broadleaf,leaf-on,0,4.696118,1141.109421,1,1.5,no snow,1.004158022,11,0.782729386
MY_SAFE_degraded,surface,7,125.4231,degraded tropical broadleaf,leaf-on,0,4.696118,1141.109421,1,1.5,no snow,0.978019294,11,0.774338292
MY_SAFE_degraded,surface,8,125.4231,degraded tropical broadleaf,leaf-on,0,4.696118,1141.109421,1,1.5,no snow,0.923380517,9,0.796068182
MY_SAFE_degraded,surface,9,125.4231,degraded tropical broadleaf,leaf-on,0,4.696118,1141.109421,1,1.5,no snow,0.901127114,9,0.80327867
MY_SAFE_degraded,surface,10,125.4231,degraded tropical broadleaf,leaf-on,0,4.696118,1141.109421,1,1.5,no snow,1.024695077,10.5,0.834359775
MY_SAFE_degraded,surface,11,125.4231,degraded tropical broadleaf,leaf-on,0,4.695851778,1142.673425,1,1.5,no snow,1.006993092,8.5,0.750205891
MY_SAFE_primary,surface,1,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.87438565,8.5,0.739820459
MY_SAFE_primary,surface,2,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.887244262,11.5,0.718627291
MY_SAFE_primary,surface,3,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.858753861,10.5,0.683415516
MY_SAFE_primary,surface,4,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.879049073,8.5,0.603047996
MY_SAFE_primary,surface,5,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.880408778,9,0.550065165
MY_SAFE_primary,surface,6,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.620173673,7.5,0.585171607
MY_SAFE_primary,surface,7,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.923902484,13,0.734437525
MY_SAFE_primary,surface,8,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.92520895,9,0.464339961
MY_SAFE_primary,surface,9,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.832000165,7.5,0.652141841
MY_SAFE_primary,surface,10,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.822328471,7.5,0.719145265
MY_SAFE_primary,surface,11,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.839616013,7,0.697559952
MY_SAFE_primary,surface,12,122.5,tropical broadleaf,leaf-on,0,4.7491545,1888.223848,1,1.5,no snow,0.871113053,7.25,0.688672633
NC,canopy,1,1200,deciduous,leaf-off,8.493722222,35.71462325,1963.382791,0.3,20,snow,0.850949066,30.84941667,0.714041313
NC,canopy,2,1200,deciduous,leaf-off,4.222068966,35.71462325,1963.382791,0.3,20,snow,0.844311004,29.321,0.653567586
NC,canopy,3,1200,deciduous,leaf-off,1.311290323,35.71462325,1963.382791,0.309854452,20,no snow,0.77913836,27.98266667,0.603160297
NC,canopy,4,1200,deciduous,leaf-off,0.295833333,35.71462325,1963.382791,0.744727508,20,no snow,0.792825565,25.36625,0.549717825
NC,canopy,5,1200,deciduous,leaf-off,0.051209677,35.71462325,1963.382791,0.85001043,20,no snow,0.800275945,21.50083333,0.481028272
NC,canopy,6,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.939046661,20,no snow,0.741652114,15.15833333,0.479459644
NC,canopy,7,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.938949382,20,no snow,0.65433056,11.83366667,0.446533504
NC,canopy,8,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.961774493,20,no snow,0.689960996,13.73088889,0.375648546
NC,canopy,9,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.934395056,20,no snow,0.704928582,13.98538889,0.404364494
NC,canopy,10,1200,deciduous,leaf-off,0,35.71462325,1963.382791,0.6532842,20,no snow,0.77809833,23.88983333,0.641415682
NC,canopy,11,1200,deciduous,leaf-off,0.605277778,35.71462325,1963.382791,0.3,20,no snow,0.890531513,26.38116667,0.744807707
NC,canopy,12,1200,deciduous,leaf-off,9.011774194,35.71462325,1963.382791,0.3,20,snow,0.819144086,23.19677778,0.71264061
NC,soil,1,1200,deciduous,leaf-off,8.493722222,35.71462325,1963.382791,0.3,-0.07,snow,0.656575371,7.190333333,0.256849865
NC,soil,2,1200,deciduous,leaf-off,4.222068966,35.71462325,1963.382791,0.3,-0.07,snow,0.661077255,8.946333333,0.177027031
NC,soil,3,1200,deciduous,leaf-off,1.311290323,35.71462325,1963.382791,0.309854452,-0.07,no snow,0.795720412,12.557,0.2517031
NC,soil,4,1200,deciduous,leaf-off,0.295833333,35.71462325,1963.382791,0.744727508,-0.07,no snow,0.657774065,9.991,0.320724847
NC,soil,5,1200,deciduous,leaf-off,0.051209677,35.71462325,1963.382791,0.85001043,-0.07,no snow,0.858646259,8.047222222,0.20902361
NC,soil,6,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.939046661,-0.07,no snow,0.556248111,4.721111111,0.042665747
NC,soil,7,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.938949382,-0.07,no snow,-0.122596517,-0.475666667,0.006980114
NC,soil,8,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.961774493,-0.07,no snow,-0.107224474,0.084333333,0.036495491
NC,soil,9,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.934395056,-0.07,no snow,-0.087092324,1.113111111,0.07664045
NC,soil,10,1200,deciduous,leaf-off,0,35.71462325,1963.382791,0.6532842,-0.07,no snow,0.596596159,5.524666667,0.290633419
NC,soil,11,1200,deciduous,leaf-off,0.605277778,35.71462325,1963.382791,0.3,-0.07,no snow,0.420579567,4.185333333,0.173173015
NC,soil,12,1200,deciduous,leaf-off,9.011774194,35.71462325,1963.382791,0.3,-0.07,snow,0.347157468,3.121666667,0.102284586
NC,surface,1,1200,deciduous,leaf-off,8.493722222,35.71462325,1963.382791,0.3,1,snow,0.819525394,29.56255556,0.671391109
NC,surface,2,1200,deciduous,leaf-off,4.222068966,35.71462325,1963.382791,0.3,1,snow,0.874558227,30.00111111,0.66893436
NC,surface,3,1200,deciduous,leaf-off,1.311290323,35.71462325,1963.382791,0.309854452,1,no snow,0.800025922,29.17377778,0.611217329
NC,surface,4,1200,deciduous,leaf-off,0.295833333,35.71462325,1963.382791,0.744727508,1,no snow,0.861852397,26.93211111,0.574578005
NC,surface,5,1200,deciduous,leaf-off,0.051209677,35.71462325,1963.382791,0.85001043,1,no snow,0.847938758,18.93616667,0.446687187
NC,surface,6,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.939046661,1,no snow,0.768040453,13.81844444,0.399144859
NC,surface,7,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.938949382,1,no snow,0.62169506,8.373777778,0.341309502
NC,surface,8,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.961774493,1,no snow,0.615342782,8.791222222,0.272979735
NC,surface,9,1200,deciduous,leaf-on,0,35.71462325,1963.382791,0.934395056,1,no snow,0.634353695,9.409444444,0.327463809
NC,surface,10,1200,deciduous,leaf-off,0,35.71462325,1963.382791,0.6532842,1,no snow,0.770593907,18.94944444,0.574969027
NC,surface,11,1200,deciduous,leaf-off,0.605277778,35.71462325,1963.382791,0.3,1,no snow,0.832953655,24.70766667,0.706260983
NC,surface,12,1200,deciduous,leaf-off,9.011774194,35.71462325,1963.382791,0.3,1,snow,0.866587896,22.95075,0.698476152
NH_forest,soil,1,395,deciduous,leaf-off,27.09037037,43.92892241,1395.935253,0.4,-0.05,snow,0.504093134,0.833333333,0.224131486
NH_forest,soil,2,395,deciduous,leaf-off,30.18433735,43.92905278,1395.723447,0.4,-0.05,snow,0.676191764,0.716666667,0.240300145
NH_forest,soil,3,395,deciduous,leaf-off,26.89924242,43.92912845,1395.600501,0.4,-0.05,snow,-0.096051884,0.825,0.239665761
NH_forest,soil,4,395,deciduous,leaf-off,5.444444444,43.9289325,1395.918869,0.433416114,-0.05,snow,0.02570044,1.87225,0.145603413
NH_forest,soil,5,395,deciduous,leaf-off,0,43.92872533,1396.255451,0.827852046,-0.05,no snow,0.689618257,8.1395,0.447036795
NH_forest,soil,6,395,deciduous,leaf-on,0,43.92903803,1395.74741,0.994725793,-0.05,no snow,0.63606194,4.4625,0.355296972
NH_forest,soil,7,395,deciduous,leaf-on,0,43.92902428,1395.769758,0.985394339,-0.05,no snow,0.609418951,3.55375,0.229725171
NH_forest,soil,8,395,deciduous,leaf-on,0,43.92912845,1395.600501,0.977255843,-0.05,no snow,0.547155369,2.45125,0.217083524
NH_forest,soil,9,395,deciduous,leaf-on,0,43.92903803,1395.74741,0.952344664,-0.05,no snow,0.787882327,6.25625,0.423137838
NH_forest,soil,10,395,deciduous,leaf-on,0.343908046,43.92923503,1395.427353,0.585164161,-0.05,no snow,0.731853914,6.952125,0.442789582
NH_forest,soil,11,395,deciduous,leaf-off,5.367294118,43.92914605,1395.571917,0.403239668,-0.05,snow,0.699973713,6.5125,0.373181418
NH_forest,soil,12,395,deciduous,leaf-off,23.1183908,43.92923503,1395.427353,0.4,-0.05,snow,0.473843782,2.266666667,0.24441957
NH_nonforest,surface,1,639,meadow near forest,leaf-off,27.09037037,43.9310345,1507.270952,0,1.524,snow,0.892775981,27.13333333,0.588431694
NH_nonforest,surface,2,639,meadow near forest,leaf-off,30.18433735,43.9310345,1507.270952,0,1.524,snow,0.842025843,24.06666667,0.572422436
NH_nonforest,surface,3,639,meadow near forest,leaf-off,26.89924242,43.9310345,1507.270952,0,1.524,snow,0.859934428,28.57142857,0.579399315
NH_nonforest,surface,4,639,meadow near forest,leaf-off,5.444444444,43.9310345,1507.270952,0,1.524,snow,0.814633005,25.21428571,0.582359789
NH_nonforest,surface,5,639,meadow near forest,leaf-off,0,43.9310345,1507.270952,0,1.524,no snow,0.921915673,28.78571429,0.619104035
NH_nonforest,surface,6,639,meadow near forest,leaf-off,0,43.9310345,1507.270952,0,1.524,no snow,0.918800829,25.28571429,0.670017732
NH_nonforest,surface,7,639,meadow near forest,leaf-off,0,43.9310345,1507.270952,0,1.524,no snow,0.91074254,21.5,0.654776475
NH_nonforest,surface,8,639,meadow near forest,leaf-off,0,43.9310345,1507.270952,0,1.524,no snow,0.899459662,21.57142857,0.650686573
NH_nonforest,surface,9,639,meadow near forest,leaf-off,0,43.9310345,1507.270952,0,1.524,no snow,0.909012888,24.35714286,0.636462895
NH_nonforest,surface,10,639,meadow near forest,leaf-off,0.343908046,43.9310345,1507.270952,0,1.524,no snow,0.846353565,22.57142857,0.58741583
NH_nonforest,surface,11,639,meadow near forest,leaf-off,5.367294118,43.9310345,1507.270952,0,1.524,snow,0.820310468,20.5,0.573486802
NH_nonforest,surface,12,639,meadow near forest,leaf-off,23.1183908,43.9310345,1507.270952,0,1.524,snow,0.865365952,23.21428571,0.545703548
NM_canopy,canopy,1,530,Ponderosa pine,leaf-on,17.58991935,35.8763385,669.1596248,1,21,snow,0.914528647,25.60684357,0.801253661
NM_canopy,canopy,2,530,Ponderosa pine,leaf-on,26.30905172,35.8763385,669.1596248,1,21,snow,0.939210004,27.36361429,0.702168935
NM_canopy,canopy,3,530,Ponderosa pine,leaf-on,19.65389785,35.8763385,669.1596248,1,21,snow,0.856872934,24.66438643,0.725291998
NM_canopy,canopy,4,530,Ponderosa pine,leaf-on,3.308194444,35.8763385,669.1596248,1,21,snow,0.854960954,23.10253929,0.718515806
NM_canopy,canopy,5,530,Ponderosa pine,leaf-on,0.293413978,35.8763385,669.1596248,1,21,no snow,0.957750944,26.52753417,0.693463609
NM_canopy,canopy,6,530,Ponderosa pine,leaf-on,0.232638889,35.8763385,669.1596248,1,21,no snow,0.851061327,19.97343167,0.618106332
NM_canopy,canopy,7,530,Ponderosa pine,leaf-on,0.255376344,35.8763385,669.1596248,1,21,no snow,0.820252337,15.5607025,0.624230177
NM_canopy,canopy,8,530,Ponderosa pine,leaf-on,0.296908602,35.8763385,669.1596248,1,21,no snow,0.860869146,15.00026917,0.616030067
NM_canopy,canopy,9,530,Ponderosa pine,leaf-on,0.263888889,35.8763385,669.1596248,1,21,no snow,0.924715866,18.78766833,0.6562981
NM_canopy,canopy,10,530,Ponderosa pine,leaf-on,0.111693548,35.8763385,669.1596248,1,21,no snow,0.890419688,23.8227475,0.722623258
NM_canopy,canopy,11,530,Ponderosa pine,leaf-on,1.724444444,35.8763385,669.1596248,1,21,no snow,0.926317625,26.062635,0.744998437
NM_canopy,canopy,12,530,Ponderosa pine,leaf-on,8.797446237,35.8763385,669.1596248,1,21,snow,0.971255851,31.78740417,0.776522502
NM_soil,soil,1,348.3,Ponderosa pine,leaf-on,17.58991935,35.8665415,747.3640896,1,-0.11,snow,1.110056167,1.75,0.415326226
NM_soil,soil,2,348.3,Ponderosa pine,leaf-on,26.30905172,35.8665415,747.3640896,1,-0.11,snow,1.782265577,1.8,0.12221979
NM_soil,soil,3,348.3,Ponderosa pine,leaf-on,19.65389785,35.8665415,747.3640896,1,-0.11,snow,1.273559134,1.9,0.250606593
NM_soil,soil,4,348.3,Ponderosa pine,leaf-on,3.308194444,35.8665415,747.3640896,1,-0.11,snow,0.743908483,7.4,0.461996533
NM_soil,soil,5,348.3,Ponderosa pine,leaf-on,0.293413978,35.8665415,747.3640896,1,-0.11,no snow,0.690322424,8,0.566940432
NM_soil,soil,6,348.3,Ponderosa pine,leaf-on,0.232638889,35.8665415,747.3640896,1,-0.11,no snow,0.732828109,8.7,0.472882584
NM_soil,soil,7,348.3,Ponderosa pine,leaf-on,0.255376344,35.8665415,747.3640896,1,-0.11,no snow,0.662655946,6.6,0.407647394
NM_soil,soil,8,348.3,Ponderosa pine,leaf-on,0.296908602,35.8665415,747.3640896,1,-0.11,no snow,0.997192242,10.9,0.413499381
NM_soil,soil,9,348.3,Ponderosa pine,leaf-on,0.263888889,35.8665415,747.3640896,1,-0.11,no snow,0.718193488,8.1,0.489153662
NM_soil,soil,10,348.3,Ponderosa pine,leaf-on,0.111693548,35.8665415,747.3640896,1,-0.11,no snow,0.772424228,9.7,0.582815931
NM_soil,soil,11,348.3,Ponderosa pine,leaf-on,1.724444444,35.8665415,747.3640896,1,-0.11,no snow,0.910298035,7.3,0.425370803
NM_soil,soil,12,348.3,Ponderosa pine,leaf-on,8.797446237,35.8665415,747.3640896,1,-0.11,snow,2.437012492,3.5,0.336003062
OR,soil,1,957,Dense coniferous,leaf-on,71.58891482,44.27225617,1628.045493,1,-0.1,snow,-0.589301356,-0.48,0.009532511
OR,soil,2,957,Dense coniferous,leaf-on,43.31665696,44.27225617,1628.045493,1,-0.1,snow,-1.106886932,-0.5,0.015533633
OR,soil,3,957,Dense coniferous,leaf-on,33.54893927,44.27225617,1628.045493,1,-0.1,snow,-2.318712977,-2.2,1.27E-06
OR,soil,4,957,Dense coniferous,leaf-on,11.86910109,44.27225617,1628.045493,1,-0.1,snow,-3.28754215,-4.06,0
OR,soil,5,957,Dense coniferous,leaf-on,0.467741935,44.27225617,1628.045493,1,-0.1,no snow,-3.161429514,-4.483333333,0.029290801
OR,soil,6,957,Dense coniferous,leaf-on,0,44.27225617,1628.045493,1,-0.1,no snow,-1.90208087,0.45,0.042157178
OR,soil,7,957,Dense coniferous,leaf-on,0,44.27225617,1628.045493,1,-0.1,no snow,0.255164962,2.88,0.096839518
OR,soil,8,957,Dense coniferous,leaf-on,0,44.27225617,1628.045493,1,-0.1,no snow,-0.023672741,0.483333333,0.018739114
OR,soil,9,957,Dense coniferous,leaf-on,0,44.27225617,1628.045493,1,-0.1,no snow,0.277395804,1.516666667,0.12942174
OR,soil,10,957,Dense coniferous,leaf-on,0.122887865,44.27225617,1628.045493,1,-0.1,no snow,0.445100189,3.166666667,0.140913428
OR,soil,11,957,Dense coniferous,leaf-on,4.810952729,44.27225617,1628.045493,1,-0.1,snow,0.255207327,1.616666667,0.122491698
OR,soil,12,957,Dense coniferous,leaf-on,36.26909867,44.27225617,1628.045493,1,-0.1,snow,-0.317081785,-0.06,0.0825406
OR,surface,1,957,Dense coniferous,leaf-on,71.58891482,44.27225617,1628.045493,1,2.85,snow,0.889592148,14.22,0.518550568
OR,surface,2,957,Dense coniferous,leaf-on,43.31665696,44.27225617,1628.045493,1,2.85,snow,0.719180108,10.66,0.38861116
OR,surface,3,957,Dense coniferous,leaf-on,33.54893927,44.27225617,1628.045493,1,2.85,snow,0.614750894,11.4,0.322611815
OR,surface,4,957,Dense coniferous,leaf-on,11.86910109,44.27225617,1628.045493,1,2.85,snow,0.607583139,13.56,0.338812905
OR,surface,5,957,Dense coniferous,leaf-on,0.467741935,44.27225617,1628.045493,1,2.85,no snow,0.701919367,18.8,0.426028593
OR,surface,6,957,Dense coniferous,leaf-on,0,44.27225617,1628.045493,1,2.85,no snow,0.657159824,17.46666667,0.542333572
OR,surface,7,957,Dense coniferous,leaf-on,0,44.27225617,1628.045493,1,2.85,no snow,0.794627711,20.8,0.65943456
OR,surface,8,957,Dense coniferous,leaf-on,0,44.27225617,1628.045493,1,2.85,no snow,0.833093915,21.56666667,0.651523596
OR,surface,9,957,Dense coniferous,leaf-on,0,44.27225617,1628.045493,1,2.85,no snow,0.855211735,24.56666667,0.694623309
OR,surface,10,957,Dense coniferous,leaf-on,0.122887865,44.27225617,1628.045493,1,2.85,no snow,0.892195974,23.21666667,0.660249415
OR,surface,11,957,Dense coniferous,leaf-on,4.810952729,44.27225617,1628.045493,1,2.85,snow,0.865177526,15.53333333,0.518941412
OR,surface,12,957,Dense coniferous,leaf-on,36.26909867,44.27225617,1628.045493,1,2.85,snow,0.93738239,15.66,0.470947192
PH,canopy,5,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,18.25,no snow,0.599150145,7.03,0.296533243
PH,canopy,6,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,18.25,no snow,0.553382291,8.47,0.34525437
PH,canopy,7,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,18.25,no snow,0.76495171,12.05,0.29158518
PH,canopy,8,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,18.25,no snow,0.591996738,7.97,0.221159426
PH,canopy,9,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,18.25,no snow,0.804325512,9.97,0.555286135
PH,surface,5,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,1,no snow,0.213256105,1.52,0.231143545
PH,surface,6,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,1,no snow,0.474611568,6.42,0.271249748
PH,surface,7,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,1,no snow,0.467271718,7.51,0.248367005
PH,surface,8,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,1,no snow,0.360110954,4.01,0.178749486
PH,surface,9,800,tropical broadleaf,leaf-on,0,14.08,1873.05641,1,1,no snow,0.625572378,10.02,0.534028489
PT,surface,1,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.875009468,19,0.700725762
PT,surface,2,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.791211408,14.1,0.624322297
PT,surface,3,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.836115063,20.5,0.720671859
PT,surface,4,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.53868482,8.1,0.269075768
PT,surface,5,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.793510038,18.3,0.572154819
PT,surface,6,800,scrub shrub,leaf-off,0,40.340966,0,0,1.3,no snow,0.760310384,20.7,0.655491241
