rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),-0.3597714046408335,2.6227799257656454,-0.1371717852140448,-5.4563421540864425,4.87717224005752,micro
height,8.370058493796433,1.1696860752395017,7.1558161381741705,6.078963126109445,10.661995411407673,micro
n_days,15.062240104621015,3.662044574612613,4.113068477931994,7.730375248512361,22.179068401742157,micro
.sig01,NA,NA,NA,4.617193231423802,7.754759601012525,micro
.sigma,NA,NA,NA,4.8196683101048485,5.473939953457999,micro
