(Intercept),elevation_change,height,latitude,n_days,snowdepth,veg_foliage,df,logLik,AICc,delta,weight
7.977659143348631,NA,NA,NA,11.34629041767253,NA,-11.222947175061579,5,-1603.122213815324,3216.3639495429984,68.29367174489971,8.00420711119267e-16
9.426420986597913,NA,8.291895305709055,NA,NA,NA,NA,4,-1604.4845414429058,3217.0486057486346,68.97832795053591,5.68390893904141e-16
13.13538125389697,NA,NA,5.854559911663007,NA,-1.6972554578965382,-11.67787698855315,6,-1603.6868421610418,3219.5413489927423,71.47107119464363,1.63438660280387e-16
13.131955569218436,NA,NA,5.4532921209854495,NA,NA,-11.583499947492472,5,-1605.6339504908808,3221.387422894112,73.31714509601352,6.49359112533363e-17
15.93679880007302,NA,NA,NA,NA,-1.5427449717209147,-12.369876068165041,5,-1606.8985993610104,3223.9167206343714,75.84644283627267,1.83339023370559e-17
15.753209240582532,NA,NA,NA,NA,NA,-12.228584496353237,4,-1608.7551560431275,3225.589834949078,77.51955715097938,7.94223542491532e-18
4.429143524320702,-9.852697852919125,NA,7.2593015553338835,8.893881125571284,-1.196023392496977,NA,7,-1612.0615091132001,3238.3470182264005,90.27674042830176,1.34820398149093e-20
4.559774240563828,-10.072715125355645,NA,6.919074516462858,8.859756799119914,NA,NA,6,-1613.7608612342985,3239.689387139256,91.61910934115713,6.89070883944836e-21
5.3215552299619375,-10.202474643569904,NA,NA,12.45112710435988,-0.8907662724327201,NA,6,-1615.744591592039,3243.6568478547365,95.58657005663781,9.47852481989758e-22
0.46587384528063464,NA,NA,7.5884308713095425,10.804117542928596,-1.3207325319419152,NA,6,-1616.1696338585189,3244.5069323876965,96.43665458959777,6.19651122459979e-22
9.006717022773678,-12.888257139277481,NA,11.864387647406264,NA,-1.1299203739251382,NA,6,-1616.234478240204,3244.6366211510667,96.56634335296803,5.80745273071688e-22
5.380808650651509,-10.35093194863451,NA,NA,12.309411088225906,NA,NA,5,-1617.3327934846527,3244.785108881656,96.71483108355733,5.39190190624898e-22
9.112610109690602,-13.083990397175612,NA,11.526749089525158,NA,NA,NA,5,-1617.9076672109363,3245.9348563342232,97.86457853612455,3.03443259966622e-22
0.5158534390405516,NA,NA,7.222993730485864,10.806931478102848,NA,NA,5,-1617.9213990591172,3245.962320030585,97.89204223248635,2.99304901870249e-22
1.255077297430778,NA,NA,NA,14.598460263806455,-1.0155209675728594,NA,5,-1619.9330431587348,3249.98560822982,101.91533043172149,4.00375871999288e-23
1.2577500219061386,NA,NA,NA,14.468528769517679,NA,NA,4,-1621.5621388128693,3251.2038004885617,103.133522690463,2.17741299053681e-23
4.838826716236005,NA,NA,13.694856743575096,NA,-1.2509592086543413,NA,5,-1621.1318260156318,3252.383173943614,104.31289614551542,1.20737760972089e-23
4.886516094337014,NA,NA,13.350663295500368,NA,NA,NA,4,-1622.8533686032615,3253.786260069346,105.71598227124741,5.9864152254838e-24
14.968975707794034,-16.268494998751233,NA,NA,NA,-0.5959467163768958,NA,5,-1622.1075954172798,3254.33471274691,106.26443494881141,4.55063341037046e-24
14.934760313296895,-16.321321117587395,NA,NA,NA,NA,NA,4,-1623.6204689527906,3255.3204607684042,107.25018297030556,2.77983736334479e-24
10.703309833172563,NA,NA,NA,NA,-0.6985871698042659,NA,4,-1627.8103581274413,3263.7002391177057,115.62996131960699,4.21088750781621e-26
10.646918399717434,NA,NA,NA,NA,NA,NA,3,-1629.3475265046443,3264.742672056908,116.67239425880916,2.50041561819234e-26
