rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),0.3542736319338663,0.06452102504970687,5.490824605792214,0.22825876213433988,0.480696488314923,macro
latitude,0.11851804596287689,0.1252364056492737,0.9463545791531922,-0.126775701147703,0.3631929001179153,macro
.sig01,NA,NA,NA,0.1515953545000001,0.25279519113744964,macro
.sigma,NA,NA,NA,0.13081854765976175,0.14858323206239177,macro
