rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),0.3748924432678901,0.0360088429528579,10.41112161695093,0.303425092454634,0.4464479338306395,micro
height,0.20816439255451955,0.030509256076787426,6.822991423671544,0.14813482267096434,0.26787906710568815,micro
.sig01,NA,NA,NA,0.15680136558173466,0.2603424068572839,micro
.sigma,NA,NA,NA,0.12472558542302793,0.1416594384215796,micro
