rowname,estimate,SE,t value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),0.15445285239753412,0.2036997237031351,0.7582379081801227,0.4483085711590696,-0.7670909677132389,0.9088801434117639,meso
elevation_change,-3.190124719984579,0.5096413513530088,-6.259548428547555,3.860938247619904e-10,-5.154727524675392,-1.3525038510135847,meso
veg_foliage,-0.5985864515858018,0.19303796204082957,-3.100874280154255,0.0019295019308763113,-1.5301041461638458,0.4181774608386818,meso
snowdepth,-0.10535359970999811,0.16700730831035812,-0.6308322718082144,0.5281501999169171,-2.043227926526256,1.4313522282297104,meso
.sig01,NA,NA,NA,NA,0,1.0341076256110908,meso
.sigma,NA,NA,NA,NA,1.4433240760931836,2.2431446449355095,meso
