(Intercept),elevation_change,foliage_cover,height,latitude,snowdepth,veg_structure,foliage_cover:veg_structure,df,logLik,AICc,delta,weight
4.326546898237968,-0.07343633859028437,-0.010909998540850032,-0.03810296682130941,0.03425845596553502,-0.03840660699030158,NA,NA,8,-6501.407729621508,13018.844895056589,0,0.123685447451961
4.287161272728952,-0.10512712693888121,-0.010818484764834515,NA,0.020369808001695803,-0.03655472363962284,0.03341503947568066,NA,8,-6501.686722436459,13019.40288068649,0.5579856299009407,0.0935736487733023
4.287161272728952,-0.10512712693888121,-0.010818484764834515,NA,0.020369808001695803,-0.03655472363962284,0.03341503947568066,+,8,-6501.686722436459,13019.40288068649,0.5579856299009407,0.0935736487733023
4.3085022222916916,-0.08743713697994086,-0.01078632480466877,-0.02415119965548765,0.032539598647582546,-0.03699308759715745,0.018130441084639445,NA,9,-6500.715201974893,13019.467206239706,0.6223111831168353,0.0906119440407176
4.3085022222916916,-0.08743713697994086,-0.01078632480466877,-0.02415119965548765,0.032539598647582546,-0.03699308759715745,0.018130441084639445,+,9,-6500.715201974893,13019.467206239706,0.6223111831168353,0.0906119440407176
4.300171182476154,-0.10262499479150033,-0.011057051933987594,NA,NA,-0.03729629544937793,0.017439319386540912,NA,7,-6503.3640292571345,13020.750948356901,1.9060533003121236,0.0476896779090748
4.300171182476154,-0.10262499479150033,-0.011057051933987594,NA,NA,-0.03729629544937793,0.017439319386540912,+,7,-6503.3640292571345,13020.750948356901,1.9060533003121236,0.0476896779090748
4.325764503757762,-0.07271683409402424,-0.010172211612662806,-0.03832501227284349,0.03392782599174223,NA,NA,NA,7,-6503.403637205646,13020.830164253925,1.9852691973355832,0.0458377061102468
4.285714522315012,-0.10494484439703884,-0.010103761030745406,NA,0.02042779587961402,NA,0.03439109547638408,NA,7,-6503.485880315832,13020.994650474297,2.149755417707638,0.0422187282397398
4.285714522315012,-0.10494484439703884,-0.010103761030745406,NA,0.02042779587961402,NA,0.03439109547638408,+,7,-6503.485880315832,13020.994650474297,2.149755417707638,0.0422187282397398
4.307805558597862,-0.09209789383836264,-0.011068635749228919,NA,NA,-0.03874557195531336,NA,NA,6,-6504.556120114859,13021.12940410385,2.284509047261963,0.0394678771746419
4.306105121173987,-0.08802290073689292,-0.01006335492118561,-0.023096782965236016,0.032068639860226414,NA,0.019782886662469336,NA,8,-6502.558864343939,13021.14716450145,2.30226944486094,0.0391189461605188
4.306105121173987,-0.08802290073689292,-0.01006335492118561,-0.023096782965236016,0.032068639860226414,NA,0.019782886662469336,+,8,-6502.558864343939,13021.14716450145,2.30226944486094,0.0391189461605188
4.315846547695974,-0.0902509369960143,-0.011105857041754378,-0.01064285131188423,NA,-0.03816945765443422,NA,NA,7,-6503.939344373221,13021.901578589073,3.056683532484385,0.0268267590758847
4.298742485789196,-0.10242691589009398,-0.010336974334864343,NA,NA,NA,0.018385055736807206,NA,6,-6505.2386200563315,13022.494403986795,3.6495089302061388,0.0199451730861885
4.298742485789196,-0.10242691589009398,-0.010336974334864343,NA,NA,NA,0.018385055736807206,+,6,-6505.2386200563315,13022.494403986795,3.6495089302061388,0.0199451730861885
