(Intercept),elevation_change,foliage_cover,height,latitude,snowdepth,veg_structure,foliage_cover:veg_structure,df,logLik,AICc,delta,weight
4.3258665051165925,-0.06785059129169016,NA,NA,-0.04891509445708428,-0.11839934934883614,-0.05376026609892559,NA,7,-57163.39461927674,114340.79441870241,23.047867243076325,3.37935798560895e-06
4.28445474738065,-0.06735081828354356,NA,NA,NA,-0.11853642403503048,NA,NA,5,-57165.48338065746,114340.96953613803,23.222984678694047,3.09604976188351e-06
4.310270218821785,NA,NA,NA,-0.041134599515285045,-0.11854063282140431,-0.06057290347156255,NA,6,-57164.50801702791,114341.01991898783,23.273367528498056,3.01903004804942e-06
4.26933716800521,NA,NA,NA,NA,-0.11854102488333958,NA,NA,4,-57166.557903784276,114341.11765736507,23.37110590573866,2.87503950503255e-06
4.2824550644991435,NA,NA,NA,NA,-0.11874084150050249,-0.03249244523275212,NA,5,-57165.62767199575,114341.25811881461,23.511567355279112,2.68005064106917e-06
4.290336743060447,-0.051738496124035256,NA,NA,NA,-0.11868789292022563,-0.023249117188573788,NA,6,-57165.03292074429,114342.0697264206,24.32317496126052,1.78609538355647e-06
4.295530948482488,-0.08192631976422952,NA,NA,-0.01948240235818132,-0.11835241084756974,NA,NA,6,-57165.12577295673,114342.25543084547,24.50887938613596,1.62771904326031e-06
4.325860142952941,-0.06785238133613285,NA,2.9557350433320296e-5,-0.04890864409305827,-0.11839955115296205,-0.05376237131813702,NA,8,-57163.39430964624,114342.79527979202,25.048728332680184,1.24266119075598e-06
4.28445111093409,-0.06735774851743224,NA,2.7807153708105492e-5,NA,-0.11853630089803191,NA,NA,6,-57165.48310730488,114342.97009954177,25.22354808243108,1.13865225059045e-06
4.310263464183292,NA,NA,2.310154858914399e-5,-0.04112991863588572,-0.11854153562950986,-0.06057164601115658,NA,7,-57164.50782886364,114343.02083787622,25.274286416883115,1.11012892748159e-06
4.271426704587282,NA,NA,NA,-0.005216484905223366,-0.11849738104164674,NA,NA,5,-57166.53143592519,114343.0656466735,25.31909521415946,1.0855337058293e-06
4.26933445624252,NA,NA,1.3792672307857419e-5,NA,-0.11854067209443997,NA,NA,5,-57166.55783647356,114343.11844777023,25.37189631089859,1.05725001594901e-06
4.2824518664438225,NA,NA,3.3314703769049134e-5,NA,-0.11874087387178378,-0.032500223249404776,NA,6,-57165.627280211746,114343.2584453555,25.51189389616775,9.85774571155732e-07
4.29033375554123,-0.051743453912200706,NA,3.9663751343670585e-5,NA,-0.11868776900384317,-0.02325706954011415,NA,7,-57165.03236412083,114344.0699083906,26.323356931257877,6.57007990990927e-07
4.295526666530757,-0.08192741278480231,NA,1.764068765929317e-5,-0.019478974027731657,-0.11835249970385431,NA,NA,7,-57165.12566306436,114344.25650627766,26.509954818320693,5.98482471824918e-07
4.271424259501433,NA,NA,1.0542000926150368e-5,-0.005214565576696001,-0.11849747057720308,NA,NA,6,-57166.53139663369,114345.0666781994,27.320126740058186,3.99139618549401e-07
4.256101051835721,NA,0.09226987623788468,NA,NA,NA,0.004903904931061257,-0.14288912660024067,6,-57246.04360314893,114504.09109122987,186.34453977053636,1.17330873640216e-41
4.276201933221191,NA,0.0878122493761053,NA,-0.028137517427512408,NA,-0.015389774933985127,-0.1365074143335291,7,-57245.72067714516,114505.44653443925,187.69998297991697,5.95774006671695e-42
4.253687876667939,0.013665862620374423,0.09365512535412947,NA,NA,NA,0.0028160449091053615,-0.14489556953726285,7,-57246.01915814713,114506.04349644319,188.29694498385652,4.42031174330738e-42
4.256102113709661,NA,0.09226992632183251,-3.554952664728979e-6,NA,NA,0.004903577551514422,-0.14288929166050743,7,-57246.043598748984,114506.0923776469,188.34582618756394,4.31358619483274e-42
4.276202821425738,NA,0.08781476923566936,-8.156673337049455e-6,-0.028140948134916015,NA,-0.015387344962392831,-0.1365109296351097,8,-57245.720653321274,114507.44796714208,189.70141568274994,2.19016059965574e-42
4.276183249019281,6.300879848234518e-5,0.08782122389132879,NA,-0.028127905010404613,NA,-0.015391156811163619,-0.13652037071386666,8,-57245.720676945966,114507.44801439147,189.70146293213475,2.19010885839645e-42
4.253687809443696,0.013667256935700091,0.09365578951652762,-4.71734749056102e-6,NA,NA,0.0028172786813839236,-0.14489654343217534,8,-57246.019150383596,114508.04496126673,190.2984098073939,1.62495124457612e-42
4.276184185318387,6.536597505119793e-5,0.08782133761237383,-8.232031466203395e-6,-0.02812867978707953,NA,-0.015391037545698174,-0.136520469553241,9,-57245.72065308409,114509.44963217771,191.70308071837644,8.05044564476721e-43
4.333485864899005,-0.0806537587846928,-0.005810188944087824,NA,-0.061270829923935524,NA,-0.04877283890581151,NA,7,-57254.178447516315,114522.36207518156,204.6155237222265,1.26449917356325e-45
4.3061695458409925,-0.09352621862186836,-0.005973871577142777,NA,-0.03475813368577434,NA,NA,NA,6,-57255.602056470445,114523.2079978729,205.4614464135666,8.28378409982354e-46
4.314826708965062,NA,-0.005670237150652528,NA,-0.05191209355639495,NA,-0.05691489140956125,NA,6,-57255.70282485753,114523.40953464707,205.66298318773624,7.48972060027144e-46
4.286207217987327,-0.06760408595480585,-0.0056421048921038225,NA,NA,NA,NA,NA,5,-57256.70749929369,114523.41777341049,205.6712219511537,7.45893104273699e-46
4.271055789782034,NA,-0.005677313540576092,NA,NA,NA,NA,NA,4,-57257.73853259435,114523.47891498521,205.73236352587992,7.2343558578722e-46
4.333479468684507,-0.08065749213841655,-0.005810327740278971,3.588745450238967e-5,-0.06126603986658069,NA,-0.048776135623343236,NA,8,-57254.1779952237,114524.36265094693,206.61609948759724,4.65049350403709e-46
4.2796710139043785,NA,-0.005503370189548036,NA,NA,NA,-0.02162378950438789,NA,5,-57257.357890410756,114524.71855564462,206.9720041852852,3.89238077571222e-46
4.278505724287212,NA,-0.005835404314471507,NA,-0.018335609904161252,NA,NA,NA,5,-57257.42534891612,114524.85347265535,207.106921196013,3.63846718399056e-46
4.30616427817121,-0.09352882637217846,-0.005974021116088472,2.452889816149325e-5,-0.03475394065367711,NA,NA,NA,7,-57255.601845123776,114525.20887039648,207.46231893714867,3.04610467643003e-46
4.288885038193376,-0.06037616530688482,-0.005553144191275809,NA,NA,NA,-0.010797207684733044,NA,6,-57256.617420246665,114525.23872542534,207.4921739660058,3.00097160529002e-46
