(Intercept),elevation_change,height,latitude,n_seasons,snowdepth,veg_foliage,df,logLik,AICc,delta,weight
17.90077199529051,-14.985951889395563,NA,3.2599077741199367,0.1851853570748631,NA,-11.62545396077275,7,-1597.736771849836,3209.697543699672,57.30835225981127,1.74894140994293e-13
3.1219837796623295,NA,8.367497253323176,NA,8.90075831334207,-0.7342878226885576,NA,6,-1598.9162521533226,3210.000168977304,57.61097753744298,1.50335316639666e-13
3.1190288130165142,NA,8.369924946490665,NA,8.82138231533302,NA,NA,5,-1600.42482228049,3210.9691664733305,58.57997503346951,9.26074410615012e-14
17.879127839189525,-14.686276657206175,NA,3.7776460199168453,NA,-1.5847796650684378,-11.671831361257603,7,-1598.4168532531846,3211.0577065063694,58.66851506650846,8.8597131296176e-14
18.797207283314023,-15.882620173528279,NA,NA,1.6095413111811512,-1.4768491451415184,-11.987892351425995,7,-1598.6807944650316,3211.5855889300633,59.196397490202344,6.80442526033113e-14
17.95848318301816,-14.944139368617767,NA,3.3679072242557475,NA,NA,-11.583245525772256,6,-1600.2974341278045,3212.762532926268,60.373341486406844,3.77764642188005e-14
18.714672589591085,-16.010824441668973,NA,NA,1.5292145530715129,NA,-11.858062202993507,6,-1600.5008312403131,3213.169327151285,60.78013571142401,3.08238628075584e-14
19.971596190088892,-15.73991303335923,NA,NA,NA,-1.468975851061089,-12.139602744177415,6,-1601.2099153548618,3214.5874953803823,62.19830394052133,1.51682593207267e-14
9.478439771052791,NA,8.289460082302693,NA,NA,-0.6399556160174075,NA,5,-1603.001378226035,3216.1222783644207,63.73308692455976,7.04144602188628e-15
19.830169736414252,-15.874832192816614,NA,NA,NA,NA,-12.000252703611674,5,-1603.0255783857936,3216.1706786839377,63.78148724407674,6.87308727401975e-15
14.487741389510576,NA,NA,6.618470822370857,-2.2451219646038503,-1.689572383621612,-11.871193501974751,7,-1600.9991568796447,3216.2223137592896,63.83312231942864,6.69791211014237e-15
9.426420986597913,NA,8.291895305709055,NA,NA,NA,NA,4,-1604.4845414429058,3217.0486057486346,64.65941430877365,4.43110885146588e-15
14.474977739798833,NA,NA,6.2169474737690145,-2.2331671909570368,NA,-11.77323057383553,6,-1602.9416638470198,3218.0509923646982,65.66180092483728,2.68439814903569e-15
13.13538125389697,NA,NA,5.854559911663007,NA,-1.6972554578965382,-11.67787698855315,6,-1603.6868421610418,3219.5413489927423,67.15215755288136,1.27414865721316e-15
15.7962428241793,NA,NA,NA,0.20238013899886761,-1.5394889625424097,-12.380328736841578,6,-1604.3519394314915,3220.8715435336417,68.48235209378072,6.5519719034266e-16
13.131955569218436,NA,NA,5.4532921209854495,NA,NA,-11.583499947492472,5,-1605.6339504908808,3221.387422894112,68.99823145425125,5.06232760268655e-16
15.690505737685092,NA,NA,NA,0.09996620181750375,NA,-12.24985598466561,5,-1606.2066441968668,3222.5328103060842,70.14361886622328,2.85517367198721e-16
15.93679880007302,NA,NA,NA,NA,-1.5427449717209147,-12.369876068165041,5,-1606.8985993610104,3223.9167206343714,71.52752919451041,1.42928955757234e-16
15.753209240582532,NA,NA,NA,NA,NA,-12.228584496353237,4,-1608.7551560431275,3225.589834949078,73.20064350921712,6.19167373531206e-17
6.683799685329816,-13.89638357854222,NA,9.77073858876456,4.887998552078683,-1.1209242253337455,NA,7,-1613.2384174392516,3240.7008348785034,88.31164343864248,3.23963528737442e-20
6.781678960835992,-14.094110173938633,NA,9.428992320281614,4.903583397290094,NA,NA,6,-1614.908698663602,3241.985061997863,89.59587055800193,1.70462849954329e-20
9.006717022773678,-12.888257139277481,NA,11.864387647406264,NA,-1.1299203739251382,NA,6,-1616.234478240204,3244.6366211510667,92.24742971120577,4.52742214478356e-21
9.112610109690602,-13.083990397175612,NA,11.526749089525158,NA,NA,NA,5,-1617.9076672109363,3245.9348563342232,93.54566489436229,2.36560812211486e-21
8.800161410529212,-17.03416320529912,NA,NA,8.936985745786387,-0.7065269583095355,NA,6,-1617.8346836524536,3247.837031975566,95.44784053570493,9.13883024474187e-22
8.809353339034386,-17.090757356378877,NA,NA,8.865077207251172,NA,NA,5,-1619.3728097646006,3248.8651414415517,96.47595000169076,5.46562053503544e-22
3.3374368765152385,NA,NA,12.58487106972494,2.7731104749685347,-1.2453209674114931,NA,6,-1618.4546633762561,3249.076991423171,96.68779998331001,4.91628257878659e-22
3.3984856217750576,NA,NA,12.25204146040543,2.748262746445647,NA,NA,5,-1620.1741245342246,3250.4677709807997,98.07857954093879,2.45263484271016e-22
4.838826716236005,NA,NA,13.694856743575096,NA,-1.2509592086543413,NA,5,-1621.1318260156318,3252.383173943614,99.99398250375316,9.41257446393612e-23
4.886516094337014,NA,NA,13.350663295500368,NA,NA,NA,4,-1622.8533686032615,3253.786260069346,101.39706862948515,4.66693921008965e-23
14.968975707794034,-16.268494998751233,NA,NA,NA,-0.5959467163768958,NA,5,-1622.1075954172798,3254.33471274691,101.94552130704915,3.54762051973859e-23
14.934760313296895,-16.321321117587395,NA,NA,NA,NA,NA,4,-1623.6204689527906,3255.3204607684042,102.9312693285433,2.1671286571368e-23
5.233046671403344,NA,NA,NA,7.674860858140845,-0.792455709434796,NA,5,-1624.1423173044898,3258.40415652133,106.0149650814692,4.63733713605036e-24
5.232342771321119,NA,NA,NA,7.586270156245625,NA,NA,4,-1625.7044366763369,3259.488396215497,107.09920477563583,2.69667750437683e-24
10.703309833172563,NA,NA,NA,NA,-0.6985871698042659,NA,4,-1627.8103581274413,3263.7002391177057,111.31104767784473,3.28275859246231e-25
10.646918399717434,NA,NA,NA,NA,NA,NA,3,-1629.3475265046443,3264.742672056908,112.3534806170469,1.94929473658742e-25
