rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),3.3984856217750576,3.5446895887894323,0.9587540845673018,-3.4325902646671196,10.295762738550081,macro
latitude,12.25204146040543,4.86965678100542,2.5159969195767005,2.891573619979075,21.65708977295674,macro
n_seasons,2.748262746445647,5.000427232959993,0.5496055873647457,-7.033386204686857,12.408375742954487,macro
.sig01,NA,NA,NA,5.244618386030123,8.801119657884854,macro
.sigma,NA,NA,NA,5.046040104799668,5.731387685373384,macro
