rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),3.1190288130165142,3.631022871872888,0.8589945376487573,-3.9390462874345427,10.394029154517746,micro
height,8.369924946490665,1.175304655272295,7.121493911339539,6.068201324173127,10.675419106884483,micro
n_seasons,8.82138231533302,4.735327363241982,1.862887534198601,-0.6911972313207695,18.028007854947926,micro
.sig01,NA,NA,NA,5.584459031194102,9.315901066430406,micro
.sigma,NA,NA,NA,4.80903319237883,5.462087194697774,micro
