rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),-0.29234796190806617,11.85006412810203,-0.024670580576418383,-23.105796997555068,22.652420255011013,micro
height,13.186888206229982,14.420632658255897,0.9144458858870114,-14.763911893261152,40.89566900199133,micro
.sig01,NA,NA,NA,4.282804023574112,12.0005447588807,micro
.sigma,NA,NA,NA,3.6460964852338162,5.150870943950542,micro
