"","julian","low_soil_mean","low_soil_max","low_soil_min","high_soil_mean","high_soil_max","high_soil_min","low_air_mean","low_air_max","low_air_min","high_air_mean","high_air_max","high_air_min"
"271",271,24.2328888888889,32.8,20.2,12.028125,15.3,9.4,24.5522638888889,37.54,14.31,14.6526083545377,20.388,3.93
"272",272,24.4057541899441,32.9,21,12.5265625,15.1,10.4,25.2993240740741,37.92,17.01,15.0071170483461,20.98,6.56
"273",273,24.4696078431373,33.1,21.4,12.971875,15.6,11.2,26.2790416666667,39.57,16.96,15.5622648430874,22.513,5.514
"274",274,24.6045833333333,33.2,21.3,13.3921875,15.9,11.5,25.9467314814815,37.67,16.56,15.9069387192536,22.13,5.796
"275",275,23.8559166666667,29.3,20.39,13.1864583333333,15.3,11.5,24.8434953703704,37.1,16.56,15.812052374894,23.28,6.687
"276",276,23.3444444444444,29.8,19.7,12.521875,14.4,11.3,24.6801157407407,35.58,16.96,15.1068014206955,23.304,6.26
"277",277,22.9851388888889,27.2,19.8,12.0307291666667,13,11.2,23.4443564814815,34.78,14.79,14.7622189355386,23.593,5.08
"278",278,22.2816713091922,26.2,18.29,11.0765625,12.2,9.6,21.0436944444444,32.95,13.06,12.4511218193384,21.6,3.14
"279",279,21.4465536723164,26.7,17.5,10.3026041666667,11.1,9.3,20.7508009259259,32.46,8.29,11.6068635496183,19.1,3.12
"280",280,20.7920512820513,27.6,15.3,9.7875,10.9,8.9,20.7442916666667,32.74,9.01,11.0086991094148,20.6,-1.36
"281",281,20.4074679487179,27.3,12.5,9.88385416666667,11.3,8.3,20.7257361111111,33.47,9.26,13.1767631467345,20.412,-1.3
"282",282,20.5150961538462,27.3,13.4,10.4645833333333,12,9.3,21.3757962962963,34.44,11.27,13.7858295165394,22.465,2.1
"283",283,20.6731730769231,27.4,14.1,10.9744791666667,12.1,9.6,21.0749490740741,32.92,8.37,14.2154620441052,21.7,1.21
"284",284,20.7854166666667,27.5,15,11.3630208333333,12.1,10.7,22.0820324074074,33.52,10.1,15.2626604113656,22.8,1.26
"285",285,21.0741346153846,27.7,16.5,11.4609375,12.3,10.9,22.9539722222222,33.73,13.23,15.4494849448685,23.28,3.99
"286",286,21.3948717948718,27.6,17.4,11.3828125,12.3,10.5,22.969837962963,35.18,11.03,15.0076280746395,21.795,2.48
"287",287,21.6580448717949,28.1,17.8,11.3177083333333,12.9,10.2,22.9402962962963,35.82,10.44,16.1415083757422,22.537,1.48
"288",288,21.5808333333333,26.3,18.5,11.3114583333333,12.3,10.2,22.8916964285714,35.8,13.52,14.69104442324,21.46,3.62
"289",289,21.5360576923077,27.6,18.7,11.1895833333333,11.8,10.6,22.5900053418803,33.29,11.76,13.507526187447,20.39,1.1
"290",290,21.1219871794872,27.2,18.2,10.9015625,11.8,10,21.4811698717949,32,12.24,11.743695610687,19.51,2.34
"291",291,20.8178846153846,26.4,18,10.8973958333333,11.7,10,21.6956570512821,31.36,13.59,12.9545823791349,20.25,3.99
"292",292,20.568141025641,24.6,18.1,11.0932291666667,11.6,10.5,21.1580074786325,34.1,14.27,12.7203037531807,19.34,5.46
"293",293,20.0840064102564,24.2,18,10.546875,11.6,8.6,20.1052089407191,32.98,11.52,11.6997749151824,19.365,4.141
"294",294,19.2565064102564,24.2,16.2,9.48125,11.5,7.2,19.2961712962963,34.07,8.92,9.60333874045802,19.841,0.77
"295",295,19.0570833333333,24.6,13.8,9.49791666666667,11.8,7.2,20.2848935185185,35.1,10.12,8.9214181509754,18.89,2.396
"296",296,19.1301282051282,24.5,13.8,9.62395833333333,12.2,7.1,21.1547314814815,34.57,11.61,9.98853742578456,22.42,3.195
"297",297,19.2846794871795,23.8,13.1,9.65989583333333,11.7,7.3,21.9522824074074,32.77,12.87,11.0183601569126,19.27,5.231
"298",298,19.60875,23.9,14.2,9.8953125,11.9,7.7,21.1489444444444,32.54,12.7,12.5660400763359,20.698,6.03
"299",299,19.7891346153846,23.45,15.3,10.1098958333333,11.5,8.7,20.1004814814815,31.08,12.51,13.0916510814249,21.318,3.01
"300",300,19.4025961538462,23.23,14.8,9.8203125,11.3,8.2,19.9145509259259,34.7,9.71,12.5817312340967,20.222,1.81
"301",301,18.8701811594203,23.52,14.4,9.73125,11.7,7.8,20.9625823045267,35.18,11.61,12.3663122349449,20.507,2.82
"302",302,19.4635416666667,24.05,15.7,9.4734375,11.7,6.5,20.3783796296296,32.28,9.58,10.6096845843936,20.698,2.047
"303",303,18.971375,23.61,15.5,8.66927083333333,11.5,5.8,19.5754398148148,32.74,8.39,8.8691661365564,21.103,0.44
"304",304,18.6465833333333,23.21,14.7,8.29947916666667,11.5,4.9,20.2827314814815,32.12,8.37,10.2576279686175,20.96,0.3
"305",305,18.4084583333333,22.79,14.63,8.50572916666667,11.1,5.6,19.7267196327684,29.26,10.47,13.4389110474979,22.609,4.43
"306",306,17.9960416666667,22.5,14.3,8.49427083333333,10.8,6.3,19.1538194444444,29.54,8.99,12.145227735369,18.081,-0.143
"307",307,17.453125,21.45,13,7.79739583333333,9.6,6.3,18.7108703703704,29.44,7.92,9.81991019932146,13.882,-1.986
"308",308,17.1202916666667,20.81,14.2,6.921875,8.7,4.8,17.2970092592593,27.55,7.77,8.11643384223919,17.486,-1.299
"309",309,15.961625,19.73,11.8,6.3765625,8.8,4,15.5657407407407,28.39,1.62,8.05258015267176,18.937,-4.71
"310",310,15.17925,18.55,11.1,6.22916666666667,8.3,4,16.7719953703704,30.67,6.05,10.0330198261238,20.507,-1.44
"311",311,14.6058333333333,18.64,9.4,6.34791666666667,8.3,4.4,17.1756111111111,31.05,1.83,10.2905214164546,19.603,-5.33
"312",312,14.42575,18.62,7.4,6.43020833333333,8.1,4.8,17.8675231481481,30.07,2.34,9.41592430025445,17.344,-6.33
"313",313,14.551375,19.14,6.7,6.4296875,8,4.8,16.8963148148148,27.21,5.41,9.23334043681086,16.63,-1.13
"314",314,14.6649583333333,18.81,8.3,5.70104166666667,7.5,4.1,15.6655231481481,28.3,5.28,7.81579124257846,18.723,-2.508
"315",315,14.6557916666667,17.98,9.2,4.64479166666667,6.4,2.9,13.9375277777778,29.04,3.46,5.92406424936387,17.796,-4.99
"316",316,14.69425,17.9,10.2,4.784375,6.6,2.8,14.5426018518519,29.66,2.16,8.6429882176521,18.271,-7.25
"317",317,14.5871126760563,18.3,9.1,5.18854166666667,6.5,3.6,15.239287037037,25.79,2.96,9.95284944868533,19.603,-0.73
"318",318,13.9759615384615,17.9,9.3,5.4484375,6.8,4.1,15.5102222222222,26.94,7.64,10.9537939991518,22.034,-1.21
"319",319,13.8623076923077,17.78,8.8,5.8609375,7.1,4.7,15.1864768518519,28.37,6.46,10.7583497667515,21.246,-0.26
"320",320,13.845,17.61,9.2,5.86666666666667,8.1,3.6,14.3192407407407,30.27,4.4,6.09371660305344,18.509,-5.854
"321",321,13.4566987179487,17.89,8.8,5.70677083333333,8.3,3.4,14.555912037037,27.11,1.75,6.81306075063613,19.746,-6.642
"322",322,13.1348717948718,17.45,8.7,5.2890625,7.9,3.2,15.1099814814815,25.14,3.98,6.69674554707379,16.939,-0.004
"323",323,12.9886538461538,16.4,9.41,4.88489583333333,7,3.2,15.7515509259259,24.48,8.32,8.45307485156913,15.652,1.32
"324",324,13.0297435897436,16.2,9.85,5.54427083333333,7.8,3.2,16.1003703703704,28.59,9.95,10.1482719465649,15.175,0.61
"325",325,13.2659615384615,17.43,10.2,6.20260416666667,8.4,4,14.5771851851852,27.16,6.51,8.4404221798134,15.58,-1.01
"326",326,12.8986858974359,17.19,8.1,6.00104166666667,8.1,4.4,13.0383888888889,25.09,6,6.28889525021204,16.27,-0.62
"327",327,11.8355769230769,15.63,7.3,5.38072916666667,6.3,4.9,12.9886388888889,25.94,5.54,4.87353053435115,19.03,-1.356
"328",328,11.578141025641,13.6,8.2,5.0078125,5.6,4.5,12.9666064814815,28.1,4.51,5.85142705682782,18.32,-3.54
"329",329,11.2037179487179,13.19,8.6,4.80052083333333,5.3,4.3,11.8562962962963,26.96,3.06,5.93359594995759,18.32,-5.02
"330",330,10.3255769230769,13.35,5.5,5.01875,5.9,4.4,13.6888055555556,24.65,2.98,5.21876070822731,19.77,-2.42
"331",331,10.2779166666667,14.37,5.3,4.65989583333333,6.2,2.9,14.1136157407407,27.36,4.27,4.24662330364716,16.701,-1.61
"332",332,10.0651282051282,14.12,5.2,3.73229166666667,5.8,2.4,12.5361666666667,26.7,1.1,0.31406721798134,16.463,-4.348
"333",333,9.50971153846154,13.01,3.8,3.14635416666667,4.1,2.2,11.2136435185185,24.44,-2.33,-0.923109202714165,14.46,-5.698
"334",334,9.26134615384615,12.7,3.8,2.96770833333333,3.9,2,11.456337962963,22.97,0.71,-0.859469359626802,12.27,-7.122
"335",335,9.03573717948718,12.9,4.1,2.77604166666667,3.7,2,12.3579953703704,23.38,2.21,1.1461925360475,12.92,-6.325
"336",336,9.28823717948718,13.7,5.6,3.66625514403292,8.1,1.9,13.0302083333333,23.95,3.49,3.56810370182556,12.87,-5.33
"337",337,9.7073717948718,15,6.1,4.36388888888889,7.6,2.3,13.5313287037037,24.53,-0.14,4.67266466552316,13.738,-8.33
"338",338,9.71628205128205,14.9,4.7,4.40625,7.4,2.9,12.4223101851852,24.48,-1.36,3.83792116538132,11.22,-11.11
"339",339,9.61663461538462,13.6,3.8,3.70990990990991,5.8,3,11.8676666666667,24.85,-0.54,4.93493564497717,15.08,-10.23
"340",340,9.30336538461538,14.5,2.6,3.69270833333333,4.7,3.2,12.6991527777778,26.08,-2.45,6.08589412100457,17.13,-11.65
"341",341,8.97054487179487,13.2,2.4,3.83802083333333,5.1,2.9,12.5573287037037,24.03,0.16,6.10797674086758,15.963,-7.51
"342",342,8.82349358974359,13.1,2.5,3.84895833333333,5.1,2.9,13.309037037037,24.1,3.33,5.82403867009132,13.161,-4.59
"343",343,9.07317307692308,13.4,2.6,4.09114583333333,5.7,2.9,13.2803055555556,24.41,0.05,6.55028724315069,13.93,-7.32
"344",344,9.19692307692308,13.2,3.1,4.70204918032787,5.8,3,13.5348333333333,23.66,1.34,7.27886572488584,13.185,-1.73
"345",345,9.51689102564103,12.8,4.3,4.71631944444444,5.5,3.8,13.3097361111111,21.89,4.35,5.50302497146119,11.18,-1.38
"346",346,9.93724358974359,13.3,6.6,4.31284722222222,5.2,3.5,12.3540092592593,22.61,2.42,2.3716685216895,10.051,-5.233
"347",347,9.7318118466899,12.7,6.5,4.15590277777778,5.1,3.2,11.445894278607,25.55,0.99,1.69484089611872,9.88,-6.073
"348",348,9.20859848484849,12.7,5.2,3.81423611111111,5.4,3,10.8431879543094,24.15,-0.03,0.77192551369863,10.247,-8.597
"349",349,8.43708474576271,12.6,3.8,3.67881944444444,5.7,2.8,10.109212962963,24.58,-0.73,1.95552853881279,13.714,-10.162
"350",350,8.57173076923077,12,4.6,3.83472222222222,6,2.8,10.7977268518519,25.6,-1.24,1.70658090753425,14.39,-11.65
"351",351,8.95629179331307,12.43,4.77,3.63229166666667,5.7,2.7,10.5424583333333,25.38,0.47,2.56605936073059,15.03,-5.23
"352",352,8.70494444444445,12.3,4.8,2.77604166666667,5.2,0.8,10.1372037037037,23.88,1.59,0.144152397260274,13.4,-6.262
"353",353,8.22263888888889,11.8,5,2.45555555555556,2.7,2,10.401125,20.29,0.6,0.929340325342466,8.07,-6.64
"354",354,8.05825,11.3,4.6,2.35486111111111,2.6,1.9,9.20585185185185,20.75,0.16,1.97376655251142,7.22,-8.4
"355",355,7.91605555555556,12.6,2.9,2.50798611111111,3.5,1.9,10.0651712962963,21.34,0.11,5.03733176369863,12.001,-9.68
"356",356,8.43305555555555,12.27,2.8,3.07291666666667,5.4,2,10.722787037037,19.41,-0.45,4.32596132990868,9.312,-11.54
"357",357,8.51341666666667,13.01,3.4,3.27569444444444,5.8,2,9.15077777777778,18.89,-2.98,2.03621675228311,8.57,-11.54
"358",358,7.67802777777778,12.47,2.7,2.78576388888889,4.9,1.9,9.66977777777778,18.13,0.82,1.75921190068493,11.66,-7.12
"359",359,7.40166666666667,11.3,2.5,2.54548611111111,3.7,1.9,10.0306018518519,20.39,0.19,-0.192700770547945,11.1,-6.42
"360",360,7.10008333333333,9.8,2.3,2.28645833333333,3.1,1.8,7.16383333333333,17.49,-0.56,-6.96546660958904,11.9,-9.679
"361",361,6.57888888888889,10.8,2.1,2.11388888888889,2.9,1.6,8.06844907407407,18.63,-1.38,-3.59701683789954,11.66,-10.371
"362",362,6.31641666666667,9.8,2.6,2.03611111111111,2.8,1.5,8.69096759259259,21.22,-0.06,0.67659774543379,12.07,-7.64
"363",363,6.25192528735632,9.76,3.1,1.95277777777778,2.7,1.4,9.14541906130268,23.21,0.8,0.580299942922374,13.91,-9.134
"364",364,6.12172619047619,10.74,2.4,1.87881944444444,2.8,1.4,9.83871031746032,24.92,-3.96,1.44453738584475,13.86,-7.738
"365",365,6.26702380952381,11.24,3,2.24375,4.4,1.3,8.80804563492064,23.66,-4.65,1.23210944634703,11.2,-8.932
"366",366,8.03739583333333,11.24,4.1,3.81666666666667,4.5,3.2,5.49329861111111,10.34,-0.12,0.953766323024055,4.376,-10.09
