"","julian","low_soil_mean","low_soil_max","low_soil_min","mid_soil_mean","mid_soil_max","mid_soil_min","high_soil_mean","high_soil_max","high_soil_min","low_ground_mean","low_ground_max","low_ground_min","mid_ground_mean","mid_ground_max","mid_ground_min","high_ground_mean","high_ground_max","high_ground_min","low_air_mean","low_air_max","low_air_min","mid_air_mean","mid_air_max","mid_air_min","high_air_mean","high_air_max","high_air_min"
"83",83,7.85236749116608,10.45,3.175,5.29964236111111,10.77,0.527,NA,NA,NA,7.89570706713781,11.4275,2.832,6.05048697916667,13.655,0.18475,NA,NA,NA,8.45978239700375,16.3495,1.0437,8.30751875,14.0498,1.8525,-1.22501957627119,8.3235,-8.8629
"84",84,8.05141538461539,10.14,3.064,5.68938194444444,10.81,0.664,NA,NA,NA,8.05067076923077,10.715,2.681,6.30201510416667,13.3125,-1.0843,NA,NA,NA,8.76521992337165,20.0181,2.5457,8.40048038194444,14.4023,-2.1951,-1.35522643835616,5.1002,-6.9278
"85",85,8.02936,10.33,3.086,5.35910763888889,10.3,0.717,NA,NA,NA,8.09293466666667,10.9775,2.551,5.805059375,12.2975,0.1245,NA,NA,NA,10.4376720833333,19.8754,5.3232,4.12418851041667,15.0594,-5.7083,1.75019236111111,6.6852,-3.82
"86",86,8.02449116607774,10.96,3.674,5.25044444444444,11.47,0.753,NA,NA,NA,7.98275300353357,11.575,2.5137,5.91243350694444,13.11,0.61075,NA,NA,NA,9.46488576779026,21.0177,1.7994,4.029851703125,15.2957,-3.7387,2.52050833333333,7.1366,-2.83
"87",87,8.57457142857143,11.54,4.006,5.49016319444444,12.36,0.806,NA,NA,NA,8.5814396313364,12.5575,2.6723,6.25087864583333,14.41,0.7615,NA,NA,NA,9.88272267521367,23.1363,-0.02187,5.98329444444444,16.0806,1.7188,1.71486097222222,6.5605,-5.76
"88",88,8.43093536121673,11.7,4.235,6.00447222222222,12.31,0.876,NA,NA,NA,8.48812357414449,12.255,3.2645,7.02483854166667,15.8125,1.6578,NA,NA,NA,10.5147394308943,23.1742,3.5046,6.62384466319444,13.9916,-1.2885,2.26784569444444,8.33,-3.8
"89",89,8.43381597222222,11.85,5.131,5.95611458333333,12.01,1.129,NA,NA,NA,8.51759479166667,12.915,4.1763,6.98154878472222,14.7375,0.72225,NA,NA,NA,10.7334170138889,20.6803,4.2582,4.64887895833333,11.2636,-4.6499,0.545580538028169,10.8,-9.4871
"90",90,8.57456944444444,12.05,5.653,5.73400694444444,11.48,1.824,NA,NA,NA,8.64000902777778,12.8625,4.918,6.66377361111111,13.4375,0.651,NA,NA,NA,9.66582121527778,22.3543,-1.2772,3.48679105902778,12.9025,-6.8856,-5.6348875,8.12,-11.4293
"91",91,8.41355555555556,11.75,6.464,5.47857638888889,10.1,1.919,NA,NA,NA,8.47267847222222,12.7225,5.9782,6.34321145833333,11.7575,1.2012,NA,NA,NA,8.79313496527778,22.1733,0.96197,4.19917040277778,13.5534,-4.1795,-5.54335277777778,5.37,-9.3198
"92",92,8.19956944444444,11.19,6.236,5.68821527777778,9.29,3.336,NA,NA,NA,8.22201215277778,11.5275,5.6865,6.25571319444444,12.15,1.6753,NA,NA,NA,7.73461524652778,17.1861,-1.1257,5.20083654861111,14.4741,-5.5587,0.274835670833333,8.67,-5.0944
"93",93,7.95595384615385,10.44,5.091,6.13479166666667,9.85,4.133,NA,NA,NA,8.00940730769231,10.94,4.5105,6.55169826388889,12.805,2.1315,NA,NA,NA,7.69827916858238,17.2829,-0.56408,5.78792322916667,14.1318,-5.0788,3.89896944444444,8.08,0.8941
"94",94,7.88199253731343,10.2,5.112,6.436125,9.93,3.801,NA,NA,NA,8.00064179104478,10.86,4.392,6.94684375,12.65,3.063,NA,NA,NA,10.0606883895131,19.7492,1.0919,7.24374722222222,14.3922,-1.5304,3.50067916666667,6.9794,-0.5
"95",95,8.27181944444444,10.19,5.932,6.87993402777778,10.13,3.589,NA,NA,NA,8.44894722222222,10.9625,5.402,7.51033784722222,13.3475,1.8527,NA,NA,NA,11.3920038194444,19.5054,3.404,6.61220802083333,18.329,-3.0954,3.67980138888889,7.2112,-0.06
"96",96,8.55975347222222,10.02,6.057,6.79424305555556,10.2,2.916,NA,NA,NA,8.75909097222222,10.965,5.5747,7.43209409722222,14.2475,1.4643,NA,NA,NA,10.5071173611111,20.2189,2.1351,5.38930713888889,19.8065,-4.7859,4.37899166666667,8.38,1.5489
"97",97,8.78641923076923,10.3,6.535,7.24656944444444,10.38,2.709,NA,NA,NA,9.00366346153846,11.5525,6.4895,7.90956736111111,14.0425,1.6553,NA,NA,NA,10.1066490421456,19.9059,2.0212,6.55625277777778,14.6403,-5.8029,5.9900375,11.6532,2.19
"98",98,8.47374222222222,10.68,5.169,7.31761458333333,11.73,2.589,NA,NA,NA,8.64125866666667,11.5975,4.5687,7.94979756944444,14.1575,1.2927,NA,NA,NA,10.801618875,22.7888,-1.3824,4.40380539097222,15.4205,-6.3929,6.07835352112676,14.2435,-4.72
"99",99,8.460575,11.16,5.185,6.64205208333333,12.74,1.066,NA,NA,NA,8.54703458333333,12.825,4.6312,7.18365295138889,15.4275,0.54625,NA,NA,NA,10.5342305625,23.0105,-1.0612,3.944019509375,17.3014,-3.2797,4.60841690140845,12.9186,-8.14
"100",100,8.3885176056338,11.14,6.227,6.44440625,13.86,1.339,NA,NA,NA,8.46725281690141,12.97,5.1553,7.00190711805556,16.295,0.58675,NA,NA,NA,10.895185488806,21.7303,-0.35999,5.7999803125,19.2753,-3.9376,0.851288888888889,7.871,-9.61
"101",101,8.67837847222222,11.12,6.807,6.58352777777778,13.93,1.173,NA,NA,NA,8.80228055555555,12.18,6.1312,7.10340329861111,16.77,0.57375,NA,NA,NA,11.216596875,21.6283,3.3041,6.44954473263889,18.6538,-5.5577,-0.221116986111111,3.85,-2.92
"102",102,9.06960763888889,11.41,7.342,6.78277430555556,13.86,1.274,NA,NA,NA,9.27729548611111,12.2725,6.6418,7.35377274305556,16.455,0.1035,NA,NA,NA,12.1700798611111,21.5359,6.5968,7.49353253472222,16.2303,-3.786,-0.106057291666667,3.93,-2.91
"103",103,9.38031944444444,11.81,6.807,7.43248263888889,13.65,2.199,NA,NA,NA,9.59220590277778,12.7825,5.8918,8.00687048611111,15.4025,0.374,NA,NA,NA,11.4535934722222,21.0298,0.2646,7.94033885416667,13.8784,0.46289,1.00064646478873,5.75,-1.2422
"104",104,9.79542307692308,11.9,6.523,8.12551041666667,12.45,4.981,NA,NA,NA,10.0098419230769,12.5075,5.6167,8.53885381944444,15.0575,2.259,NA,NA,NA,11.8093842911877,21.5647,1.9143,8.72154291006945,16.7687,-0.0065319,1.38954847222222,6.0939,-4.57
"105",105,9.84197767857143,11.77,4.852,8.26922916666667,11.55,6.171,NA,NA,NA,9.95393348214286,12.7175,3.9077,8.53540763888889,12.9925,3.9313,NA,NA,NA,10.7002540306276,21.3285,-0.17176,7.47424463020833,17.5946,-0.59117,0.374982791666667,5.12,-6.59
"106",106,9.4183671875,11.98,4.355,8.38411458333333,10.97,5.668,NA,NA,NA,9.475626953125,12.735,3.5565,8.71979270833333,13.8625,5.2505,NA,NA,NA,9.86257178506224,21.1149,-0.21805,8.10704481944444,19.4358,0.015201,1.21732919444444,6.81,-2.2447
"107",107,8.99065671641791,12.07,3.754,8.69509722222222,11.29,4.918,NA,NA,NA,9.06100932835821,12.735,3.3078,9.33285347222222,14.7175,4.6267,NA,NA,NA,9.73713258426966,20.7462,0.18636,8.17848519305556,18.4256,-1.3135,0.629215055555556,6.96,-4.8526
"108",108,8.55036764705882,12.12,4.233,8.8435625,11.71,4.805,NA,NA,NA,8.45259191176471,12.93,3.487,9.755184375,15.9375,3.7652,NA,NA,NA,10.6812178576389,20.7443,-0.49034,7.48641888888889,14.0108,0.35715,2.77770291666667,9.4384,-1.77
"109",109,9.13448360655738,12.35,6.352,8.81264236111111,13.07,5.537,NA,NA,NA,9.22485491803279,13.64,5.3602,9.64250069444445,15.2375,4.6617,NA,NA,NA,13.210075,21.3807,4.4458,7.54401155902778,15.2998,-1.8499,5.69096615384615,9.6843,-0.2
"110",110,9.70385416666667,12.49,7.362,8.62183333333333,14.13,5.235,NA,NA,NA,9.97157916666667,13.275,6.7955,9.44528368055555,17.045,3.8792,NA,NA,NA,14.5874520833333,22.6132,8.1566,7.55341560694444,17.3818,-1.0935,4.97038611111111,9.6692,-2.8
"111",111,10.064838028169,12.5,7.971,9.03586111111111,15.1,5.628,NA,NA,NA,10.3855271126761,13.65,7.3682,9.81605138888889,18.1625,3.9733,NA,NA,NA,15.0629996268657,22.7554,6.2839,9.65499201388889,19.5168,2.3871,5.29397638888889,10.4434,-2.85
"112",112,10.4535416666667,12.36,8.84,10.0177152777778,15.2,6.352,NA,NA,NA,10.7671472222222,13.05,8.2782,10.9083809027778,18.4575,5.6547,NA,NA,NA,15.1806447916667,24.3906,7.7504,12.3698003472222,19.4964,3.6758,6.94458055555556,11.76,3.1
"113",113,10.8251736111111,12.31,9.43,10.8947638888889,14.99,7.442,NA,NA,NA,11.1341979166667,13.13,9.0775,11.9660708333333,17.5725,6.82,NA,NA,NA,15.2963107638889,25.0142,6.9563,13.7420736111111,20.8844,7.9564,7.59451111111111,11.24,4.9232
"114",114,10.9064930555556,12.14,9.67,11.3293055555556,13.99,8.45,NA,NA,NA,11.1120833333333,13.3075,9.2175,12.4917861111111,16.63,6.7775,NA,NA,NA,14.0844409722222,27.8255,3.8159,13.4647072916667,18.0663,9.8047,3.33891434722222,8.56,-1.7734
"115",115,10.7782638888889,12.83,9.34,11.5122222222222,13.69,8.97,NA,NA,NA,10.8924635416667,14.02,8.5745,12.74555,17.22,7.503,NA,NA,NA,12.3826184027778,26.8582,2.1724,12.3754472222222,17.2599,7.0574,-1.31039236111111,4.97,-7.3599
"116",116,10.7292013888889,13.08,8.88,11.33875,13.65,8.42,NA,NA,NA,10.7794756944444,13.58,8.08,12.3679371527778,16.3475,7.1092,NA,NA,NA,10.699409375,21.3082,2.3002,10.5384638888889,17.1727,4.6003,1.50992958333333,4.7235,-1.7
"117",117,10.0855763888889,12.32,7.594,11.0528125,14.06,8.34,NA,NA,NA,10.0186333333333,13.0075,6.6975,12.1231979166667,17.4275,6.8043,NA,NA,NA,8.96358896527778,20.1606,-0.011933,10.5285010416667,17.6552,4.563,-1.43481464788732,6.83,-6.7241
"118",118,10.0232152777778,12.33,7.613,11.1157986111111,14.37,7.647,NA,NA,NA,10.0735711805556,13.8425,7.1107,12.0939243055556,17.11,7.0545,NA,NA,NA,10.8115847222222,23.1528,2.6714,10.8701392361111,17.3727,3.9671,-0.256429972222222,6.63,-6.1346
"119",119,10.308125,12.9,8.27,11.1129618055556,14.16,7.244,NA,NA,NA,10.4059375,13.92,7.7018,12.0454434027778,16.7075,6.6343,NA,NA,NA,12.405109375,23.8868,4.9346,10.6285072916667,17.5565,3.3228,-0.420308805555556,3.6,-2.5066
"120",120,10.5372916666667,13.28,8.85,11.1663923611111,14.54,7.62,NA,NA,NA,10.7059885416667,14.325,8.2637,12.0937333333333,17.71,6.6143,NA,NA,NA,13.1293579861111,24.2256,3.4272,10.3176736111111,16.964,1.6587,-0.581954583333333,7.27,-4.0687
"121",121,10.8401041666667,13.62,8.51,10.7887465277778,15.32,7.712,NA,NA,NA,11.0595295138889,14.425,8.1225,11.7113920138889,18.5775,5.6392,NA,NA,NA,15.5396454861111,24.2589,5.6267,8.49994072569444,19.2171,-2.9402,2.72320263888889,9.06,-1.1462
"122",122,11.38875,13.6,9.21,10.1591458333333,15.58,6.49,NA,NA,NA,11.6545989583333,14.2025,9.027,10.8467041666667,18.525,4.6812,NA,NA,NA,16.9138628472222,23.6637,8.0421,7.1241328125,18.4061,-3.5195,3.21519902777778,11.86,-3.1103
"123",123,11.7272222222222,13.38,9.27,10.09640625,15.92,6.253,NA,NA,NA,11.9842545138889,14.45,8.5965,10.8714805555556,19.8925,4.6275,NA,NA,NA,17.3199420138889,24.5871,8.7614,8.83870872222222,20.0513,-0.75875,4.40644430555556,12.99,-1.593
"124",124,11.8859027777778,13.39,9.56,10.6818298611111,16.71,7.422,NA,NA,NA,12.1416319444444,14.31,9.635,11.5315753472222,19.7925,6.0267,NA,NA,NA,17.1812642361111,26.6664,9.5465,11.2953669201389,22.7865,-0.061486,5.05696923611111,14.5,-0.78495
"125",125,12.0217361111111,13.52,10.14,11.4351041666667,17.35,7.815,NA,NA,NA,12.304740625,14.7925,9.6525,12.3635597222222,20.1225,7.2015,NA,NA,NA,17.3093371527778,27.5858,9.73,12.5482791666667,24.2656,2.1959,7.46733194444444,14.47,3.1371
"126",126,12.0073958333333,13.52,10.41,11.8506875,17.37,7.998,NA,NA,NA,12.2290364583333,14.15,9.5175,12.8499399305556,20.345,7.8215,NA,NA,NA,15.5050145833333,27.0309,7.5391,12.4692152777778,21.7618,1.7533,7.62980694444444,13.79,5.3391
"127",127,11.6846180555556,12.92,10.25,11.95271875,17.2,7.435,NA,NA,NA,11.7379947916667,13.6225,9.74,12.9625524305556,20.4425,6.7683,NA,NA,NA,10.6274319444444,20.3302,3.3412,12.3479920138889,19.822,2.5481,3.34583847222222,8.8,-0.74243
"128",128,10.835737704918,12.24,9.69,11.9084583333333,16.86,7.21,NA,NA,NA,10.6816803278689,12.925,8.363,12.8385121527778,20.8275,6.393,NA,NA,NA,8.55865807692308,18.5036,3.4733,11.3390327847222,19.9338,-1.4321,-1.58561345070423,1.76,-3.37
"129",129,10.6142253521127,12.16,9.67,11.5223923611111,16.59,6.45,NA,NA,NA,10.5804126760563,12.6825,8.9282,12.4862642361111,19.3075,4.9855,NA,NA,NA,9.68012350746269,20.4414,1.7661,9.34618613194444,15.5095,-1.6107,0.764519055555556,7.96,-1.9489
"130",130,10.7744097222222,12.6,9.42,11.4178020833333,15.58,6.101,NA,NA,NA,10.8703399305556,13.0525,8.98,12.1408524305556,18.8125,4.598,NA,NA,NA,12.4905173611111,22.8265,4.9572,10.4194797569444,16.3334,0.29659,2.12025225,9.19,-1.2134
"131",131,11.1929513888889,13.03,9.65,11.4274270833333,15.03,7.311,NA,NA,NA,11.3579340277778,13.785,9.3825,12.1541100694444,18.845,6.3053,NA,NA,NA,14.4771416666667,25.2546,8.1455,9.75185833333333,16.8443,3.5482,6.40787222222222,10.282,1.9088
"132",132,11.7147916666667,13.6,10.15,10.8389027777778,14.73,7.045,NA,NA,NA,11.9228298611111,15.325,9.8725,11.4090329861111,16.915,5.707,NA,NA,NA,16.0408076388889,26.6767,5.9667,7.51739145138889,18.8342,-1.1543,7.34748611111111,11.86,2.4098
"133",133,11.9908333333333,14.31,10.04,10.5808298611111,14.21,6.595,NA,NA,NA,12.1830930555556,15.49,9.59,11.2406569444444,17.02,5.1275,NA,NA,NA,16.0349954861111,27.7168,6.409,8.64893750347222,20.3076,-1.5386,7.15083194444444,11.3744,1.37
"134",134,12.3356147540984,14.82,10.32,11.1662986111111,14.28,7.387,NA,NA,NA,12.5268032786885,15.955,10.105,12.1232375,17.985,6.6695,NA,NA,NA,17.3874330769231,27.9899,5.2384,11.3299034722222,20.3691,3.6599,6.14927222222222,13.1462,-4.52
"135",135,12.3140845070423,15.19,9.89,11.9252777777778,15.32,8.14,NA,NA,NA,12.480310915493,16.4175,8.8825,12.9737701388889,18.965,7.5023,NA,NA,NA,17.4518682835821,28.1549,5.3111,13.3761597222222,20.3963,2.3333,7.27455694444444,13.6574,-2.85
"136",136,12.3254166666667,14.88,9.66,12.2845381944444,15.42,7.53,NA,NA,NA,12.4633534722222,16.0125,9.025,13.4556607638889,18.7625,6.5382,NA,NA,NA,14.8569163194444,27.8479,4.5308,13.633028125,22.4648,2.0686,4.15691944444444,12.4456,-4.48
"137",137,12.559262295082,14.87,9.27,12.3746458333333,15.88,7.441,NA,NA,NA,12.5729200819672,15.7275,9.08,13.3759833333333,18.8225,6.3838,NA,NA,NA,14.4406496153846,28.1102,5.1468,12.8736215277778,21.7558,2.1512,2.17972361111111,7.0276,-4.32
"138",138,12.0866197183099,14.65,9.6,12.5604513888889,15.92,8.64,NA,NA,NA,12.2213820422535,15.525,9.5225,13.6382854166667,19.54,7.7895,NA,NA,NA,14.6426317164179,26.8686,6.4609,12.9062746527778,20.806,1.366,2.72668472222222,6.4077,-1.55
"139",139,12.1359027777778,14.52,9.63,12.7287847222222,15.92,8.65,NA,NA,NA,12.2364715277778,15.0675,8.753,13.8495284722222,19.935,7.1152,NA,NA,NA,14.5152229166667,24.0477,7.2317,12.9372108333333,24.4217,-2.5169,4.37243076923077,9.9487,-1.08
"140",140,12.0595486111111,14.53,9.76,12.6560208333333,16.26,7.341,NA,NA,NA,12.12153125,14.645,9.205,13.6538947916667,20.9725,5.6502,NA,NA,NA,14.6533086805556,23.9199,6.9908,13.0888497569444,26.6715,-4.0829,6.84780138888889,10.5185,3.4
"141",141,12.1877430555556,13.91,10.21,12.8293298611111,16.43,6.935,NA,NA,NA,12.3407291666667,14.89,9.6525,13.7949854166667,20.2875,5.3883,NA,NA,NA,15.5301958333333,24.4215,5.5177,13.6135743055556,24.1528,1.4907,8.02603888888889,11.07,5.55
"142",142,12.3213194444444,14.24,10.72,13.0938541666667,16.39,8.51,NA,NA,NA,12.4313541666667,15.5475,10.2425,14.2216385416667,21.9725,7.5338,NA,NA,NA,15.1850746527778,25.7968,6.7118,13.4284923611111,23.2913,5.112,4.14661222222222,13.01,-2.0697
"143",143,12.191875,14.78,10.44,13.2139583333333,16.59,9.55,NA,NA,NA,12.3275694444444,15.2175,9.6275,14.44400625,21.1875,9.2005,NA,NA,NA,14.3344430555556,27.9923,4.8215,13.8795326388889,24.3805,5.1618,1.62279930555556,15,-5.3131
"144",144,12.2283846153846,15.03,10.44,13.4389583333333,17,10.21,NA,NA,NA,12.2965742307692,15.395,9.69,14.7364409722222,20.8525,8.4845,NA,NA,NA,14.7968544061303,29.1117,4.6042,13.7337204861111,24.6292,6.7397,3.26460486111111,15.8,-4.7764
"145",145,12.310671641791,14.89,10.39,13.65625,17.13,10.47,NA,NA,NA,12.3951958955224,15.42,9.4775,14.8308350694444,24.0275,9.6075,NA,NA,NA,15.9622063670412,29.1676,7.2556,15.0953802083333,23.5419,8.7926,4.21772575,15.33,-3.1149
"146",146,12.4400347222222,14.68,10.75,14.1650347222222,17.66,11.08,NA,NA,NA,12.5959809027778,15.5675,9.975,15.3978680555556,24.5625,9.39,NA,NA,NA,15.58855,25.6188,8.8109,16.2471454861111,24.0282,8.5202,2.36792308333333,11.46,-2.6106
"147",147,12.4417013888889,15.46,10.37,14.3574305555556,18.22,11.26,NA,NA,NA,12.495703125,16.2325,9.8575,15.7168618055556,26.865,10.3837,NA,NA,NA,14.1026020833333,27.3703,4.094,15.7162545138889,24.1124,6.918,2.45375409722222,10.41,-1.5812
"148",148,12.2596180555556,15.94,10.26,14.1507986111111,18.34,10.38,NA,NA,NA,12.37546875,17.29,9.69,15.41921875,22.7775,10.38,NA,NA,NA,13.6831763888889,27.5819,1.1392,14.5435302083333,22.6132,4.1747,4.222619625,11.41,-0.21386
"149",149,12.3442361111111,15.85,10,14.0196875,18.18,10.45,NA,NA,NA,12.5377256944444,16.9075,9.225,15.1714840277778,22.765,10.2925,NA,NA,NA,15.8649329861111,26.8585,5.6363,13.8149743055556,22.0067,7.0298,6.93401,13.18,2.9434
"150",150,12.6546180555556,14.98,10.74,13.8267708333333,18.14,10.72,NA,NA,NA,12.8590972222222,15.4,9.94,14.8802003472222,22.545,10.0375,NA,NA,NA,17.4671954861111,25.9255,9.0639,13.4260624479167,23.0027,-0.80669,8.21635694444444,14.27,4.2396
"151",151,13.0244791666667,14.64,11.28,14.1015972222222,18.23,9.52,NA,NA,NA,13.2970399305556,15.6825,10.47,15.3036413194444,22.6675,7.958,NA,NA,NA,18.7687378472222,27.6972,11.7842,16.1667482638889,22.7131,1.8191,9.02411527777778,14.73,4.3466
"152",152,13.2975,15.08,11.89,14.6967708333333,18.08,10.53,NA,NA,NA,13.5009288194444,16.0375,11.1925,15.930453125,22.2125,9.0343,NA,NA,NA,19.0377197916667,28.1376,11.3794,17.6787496527778,23.2922,6.67,9.06818611111111,14.1867,3.57
"153",153,13.4960416666667,15.32,12.28,14.8901388888889,17.69,11.66,NA,NA,NA,13.6926388888889,16.1475,11.7875,16.1194965277778,21.33,11.1675,NA,NA,NA,19.3457385416667,28.5862,10.3595,17.4967034722222,24.0154,10.1757,10.1132,15.4983,3.62
"154",154,13.8779166666667,15,12.47,15.0406597222222,18.39,11.58,NA,NA,NA,14.0876822916667,16.34,12.22,16.3327690972222,22.3,10.7175,NA,NA,NA,21.1670652777778,29.1008,12.6855,17.6201506944444,26.0541,9.4957,12.8684708333333,16.8227,7.99
"155",155,14.1595138888889,15.52,12.86,15.2397222222222,18.23,11.29,NA,NA,NA,14.3441232638889,16.9275,12.305,16.4540253472222,23.2625,11.0475,NA,NA,NA,21.4450256944444,29.1212,13.2493,17.7809555555556,22.5853,8.8663,13.2202555555556,16.0166,10.16
"156",156,14.3144097222222,15.62,13.03,15.0906944444444,18,12.13,NA,NA,NA,14.5193315972222,16.7025,12.4525,16.3129090277778,21.7125,11.7075,NA,NA,NA,20.8360597222222,29.1787,12.9655,17.2260243055556,22.9998,9.4987,13.7326013888889,18.5306,9.65
"157",157,14.3372569444444,15.66,12.61,15.3303819444444,17.74,12.81,NA,NA,NA,14.513359375,16.84,12.295,16.6201909722222,21.8025,11.845,NA,NA,NA,20.6772864111498,30.2937,11.4566,17.9300041666667,23.0417,12.8535,14.3467208333333,19.0157,8.52
"158",158,14.2787847222222,15.85,12.47,15.4997569444444,17.75,13.2,NA,NA,NA,14.4770052083333,17.23,11.8,16.9441145833333,21.705,12.3925,NA,NA,NA,19.6488454861111,30.1288,4.6637,18.3362777777778,25.0421,12.6836,13.5748472222222,17.3974,10.37
"159",159,14.2127083333333,16.35,11.58,15.6363194444444,18.92,13.54,NA,NA,NA,14.4015625,17.34,10.4,17.1066753472222,24.415,12.6375,NA,NA,NA,20.4821090277778,31.4228,6.525,18.8890690972222,25.7884,10.9767,13.1677666666667,16.116,10.5637
"160",160,14.5981597222222,17.03,11.84,15.8434027777778,18.76,12.78,NA,NA,NA,14.8162760416667,18.755,10.63,17.2552083333333,22.085,11.7975,NA,NA,NA,22.3710149305556,34.1934,10.951,19.0141774305556,24.6025,10.5717,12.3451666666667,17.7598,6.14
"161",161,15.0914930555556,17.54,12.52,16.0095138888889,18.53,12.99,NA,NA,NA,15.3351996527778,18.46,11.6275,17.3598090277778,22.885,11.7175,NA,NA,NA,22.9249826388889,33.5781,13.6089,19.1279753472222,23.3782,11.4639,12.9626902777778,19.523,4.86
"162",162,15.0158680555556,17.48,12.52,16.0479513888889,18.67,12.97,NA,NA,NA,15.1081163194444,18.3325,11.6175,17.3727256944444,23.9025,11.8475,NA,NA,NA,19.6624215277778,32.6364,10.8771,18.9249163194444,23.5922,12.8425,10.8362055555556,17.6199,3.85
"163",163,14.5629166666667,17.49,11.76,15.9118402777778,18.5,13.16,NA,NA,NA,14.6226215277778,18.22,11.1825,17.2471788194444,23.085,12.435,NA,NA,NA,17.8445430555556,29.8022,6.5923,18.3749881944444,22.6457,12.8323,8.25300694444444,14.7727,-3.89
"164",164,14.4066666666667,17.3,10.7,15.6520138888889,18.02,12.9,NA,NA,NA,14.498046875,18.1075,10.1425,16.8923958333333,22.615,11.65,NA,NA,NA,18.6797652777778,26.8599,3.3216,16.8594440972222,22.7164,7.8528,5.45997777777778,14.0011,-6.48
"165",165,14.4733333333333,17.17,10.67,15.4118055555556,18.27,11.91,NA,NA,NA,14.571875,18.25,10.31,16.6174565972222,21.825,11.1525,NA,NA,NA,19.1469211805556,30.8845,7.7412,16.7126305555556,21.5554,7.6412,5.98091944444444,11.43,-0.74
"166",166,14.4977777777778,17.17,11.19,15.3313541666667,18.1,11.43,NA,NA,NA,14.5667100694444,17.9725,10.6975,16.6184868055556,21.17,9.7212,NA,NA,NA,19.9806809027778,30.7446,12.6936,16.777821875,22.8834,7.9515,8.37717083333333,14.07,4.5094
"167",167,14.5807638888889,17.2,12.02,15.2161111111111,17.37,11.76,NA,NA,NA,14.6633072916667,17.675,11.725,16.520640625,21.4575,10.79,NA,NA,NA,20.4282378472222,30.3453,14.2803,15.9512927083333,23.4665,10.1861,9.35178194444445,15.77,5.3381
"168",168,14.5575347222222,16.93,12.64,15.1998958333333,17.99,12.21,NA,NA,NA,14.6072482638889,17.605,12.185,16.5444166666667,22.6675,11.985,NA,NA,NA,19.9912725694444,28.7643,12.0345,16.44215625,24.0302,7.5747,8.92969027777778,19.28,3.3083
"169",169,14.5186458333333,16.65,12.35,15.1552083333333,18.18,12.48,NA,NA,NA,14.6069878472222,17.415,12.2275,16.3650111111111,22.055,10.8975,NA,NA,NA,19.9279732638889,29.6908,8.7471,16.228009375,24.483,7.3651,8.49597944444444,20.34,-0.14108
"170",170,14.7059722222222,16.79,12.26,15.0106944444444,18.39,12.32,NA,NA,NA,14.7949131944444,17.535,11.9725,16.156134375,22.17,10.815,NA,NA,NA,21.1984746527778,32.2787,10.9635,15.3438798611111,22.264,5.9973,10.9517680555556,22.17,2.1968
"171",171,14.8353819444444,17.03,12.61,15.0204166666667,18.07,12.03,NA,NA,NA,14.9116059027778,18.2975,12.3,16.2468121527778,21.59,11.195,NA,NA,NA,21.8630697916667,33.1738,10.4014,15.5936170138889,22.2929,7.5663,12.6004208333333,22.46,5.9338
"172",172,14.9468055555556,16.83,12.63,15.2164930555556,18.36,12.24,NA,NA,NA,15.0445225694444,17.9625,11.6725,16.6758072916667,22.69,11.89,NA,NA,NA,22.3538427083333,33.3381,11.048,16.8498125,23.1781,9.5258,15.6286291666667,21.59,9.8094
"173",173,15.1545833333333,16.96,12.76,15.6295833333333,19.1,12.66,NA,NA,NA,15.2624479166667,18.3625,12.0025,17.0019010416667,22.335,10.39,NA,NA,NA,23.3141756944444,32.3529,13.0292,18.6088833333333,25.1403,11.876,17.3243361111111,21.0071,13.74
"174",174,15.3358680555556,17.11,13.1,15.8919444444444,18.88,12.77,NA,NA,NA,15.4945746527778,18.975,12.3325,17.4033420138889,22.5475,11.535,NA,NA,NA,23.4508,32.6037,14.9509,18.7130357638889,24.1279,12.9573,17.7363430555556,21.52,15.0342
"175",175,15.4305902777778,17.41,13.59,15.8689236111111,18.25,13.19,NA,NA,NA,15.5018836805556,19.165,13.0225,17.3961979166667,23.365,12.635,NA,NA,NA,22.8308829861111,32.717,14.2173,18.018734375,24.1167,12.0371,16.8508763888889,21.25,13.1547
"176",176,15.3164236111111,17.22,13.59,15.9340277777778,18.71,13.34,NA,NA,NA,15.4115711805556,18.75,12.51,17.4041840277778,23.9525,12.8125,NA,NA,NA,21.6380465277778,32.7377,12.3787,18.4477604166667,25.7705,11.7497,17.2485305555556,21.22,14.1435
"177",177,15.3716319444444,17.31,13.53,16.255625,18.92,13.7,NA,NA,NA,15.5276215277778,18.8675,12.5175,17.8797048611111,23.1525,12.6025,NA,NA,NA,21.8449878472222,32.4678,12.1145,19.4379635416667,26.0577,12.0056,15.5111763888889,18.69,11.6419
"178",178,15.5623611111111,17.71,13.24,16.5558680555556,19.19,14.23,NA,NA,NA,15.7031510416667,18.975,12.11,18.0311833333333,24.0325,13.665,NA,NA,NA,21.97365625,33.4117,11.7464,19.5924454861111,25.2618,13.1408,15.7401333333333,20.5297,12.1
"179",179,15.5771875,18.09,12.99,16.5201388888889,19.15,13.98,NA,NA,NA,15.7037760416667,19.235,11.9025,18.016015625,23.33,13.2525,NA,NA,NA,21.949715625,32.9273,11.0116,19.1297548611111,24.5656,13.7751,16.6797097222222,21.0875,11.52
