"","julian","low_soil_mean","low_soil_max","low_soil_min","mid_soil_mean","mid_soil_max","mid_soil_min","high_soil_mean","high_soil_max","high_soil_min","low_ground_mean","low_ground_max","low_ground_min","mid_ground_mean","mid_ground_max","mid_ground_min","high_ground_mean","high_ground_max","high_ground_min","low_air_mean","low_air_max","low_air_min","mid_air_mean","mid_air_max","mid_air_min","high_air_mean","high_air_max","high_air_min"
"180",180,15.7785416666667,18.18,12.99,16.3436458333333,19.38,13.72,NA,NA,NA,15.9190885416667,19.6125,11.93,17.6384489583333,23.575,13.53,NA,NA,NA,22.8636354166667,32.1968,12.1242,17.9023600694444,24.3014,13.9096,16.9273291666667,21.9994,11.44
"181",181,16.079375,18.11,13.45,16.0074652777778,19.17,13.41,NA,NA,NA,16.2709722222222,19.1375,12.5625,17.1534114583333,23.5475,13.6633,NA,NA,NA,24.3270954861111,32.5851,15.2979,16.9632659722222,23.0967,12.1299,17.1947888888889,21.2767,11.53
"182",182,16.5085069444444,18.68,13.86,15.8147222222222,18.44,13.6,NA,NA,NA,16.7433854166667,20.465,13.045,16.8803322916667,24.2875,12.6275,NA,NA,NA,25.5395763888889,34.4144,16.4104,16.8853923611111,23.1211,7.2199,16.4090986842105,20.02,11.8065
"183",183,16.7715277777778,18.97,14,15.7190277777778,18.02,13.06,NA,NA,NA,17.0098697916667,20.0475,13.2475,16.8386805555556,22.775,12.1175,NA,NA,NA,25.6636072916667,34.3779,15.7307,17.640046875,25.6785,7.766,16.8719808333333,20.1567,13.073
"184",184,16.8669444444444,18.93,14.2,15.9855902777778,17.83,13.17,NA,NA,NA,17.1664583333333,20.33,13.375,17.1694878472222,22.77,12.4825,NA,NA,NA,24.9788847222222,33.9374,15.5022,18.47554375,23.8,9.8117,15.6154475,18.9311,10.8989
"185",185,16.98125,19.2,14.53,16.2782986111111,18.38,13.94,NA,NA,NA,17.2596788194444,20.76,13.88,17.6852690972222,23.2775,13.42,NA,NA,NA,24.7302083333333,32.6974,16.3646,19.2433027777778,23.6937,11.3843,15.043095,18.5932,11.3283
"186",186,17.2192013888889,19.42,15,16.4479166666667,18.84,14.52,NA,NA,NA,17.5161545138889,21.2925,14.3975,17.9104253472222,23.995,13.8125,NA,NA,NA,25.3560326388889,32.8595,17.3423,19.2909041666667,24.5407,13.373,15.2754266666667,18.93,12.36
"187",187,17.3070486111111,19.76,14.94,16.5268055555556,18.83,14.74,NA,NA,NA,17.5281770833333,20.72,14.1,17.8257118055556,23.2475,14.27,NA,NA,NA,25.4490548611111,32.7387,17.4643,18.7877038194444,23.7617,13.287,15.5663491666667,19.63,12.3401
"188",188,17.28125,19.85,14.94,16.3998958333333,18.46,14.59,NA,NA,NA,17.4668402777778,21.0925,14.13,17.7351388888889,22.4575,14.1775,NA,NA,NA,24.6495565972222,31.468,17.4372,18.4761760416667,23.907,14.177,15.0762891666667,20.51,10.6134
"189",189,17.0882291666667,19.37,14.92,16.2843055555556,18.36,14.37,NA,NA,NA,17.2622569444444,20.76,14.155,17.6740798611111,22.385,13.67,NA,NA,NA,24.1169385416667,31.8845,17.5595,18.5376204861111,25.2011,14.1455,14.3958708333333,22.45,9.7836
"190",190,16.994375,19,14.68,16.2750694444444,17.69,14.31,NA,NA,NA,17.1633420138889,19.945,14.195,17.5654513888889,22.4275,13.885,NA,NA,NA,24.4319920138889,32.9661,17.2294,18.684278125,24.9021,14.499,13.4731233333333,22.25,6.7944
"191",191,17.0339236111111,19.28,14.73,16.2167708333333,17.95,14.38,NA,NA,NA,17.1803819444444,20.54,13.995,17.5584288194444,21.4925,12.3325,NA,NA,NA,24.1096677083333,32.4513,11.8844,18.1174677083333,25.598,13.1258,11.6899241666667,21.7,1.8148
"192",192,16.9624652777778,19.37,14.75,15.9779513888889,18.3,14.24,NA,NA,NA,17.1286545138889,20.3575,14.74,17.3261545138889,21.5425,13.3125,NA,NA,NA,23.5883520833333,32.0096,12.2156,16.7973614583333,25.8611,10.3894,11.08188,20.11,3.9942
"193",193,16.9435763888889,19.29,14.69,15.8838541666667,18.19,13.81,NA,NA,NA,17.1118489583333,20.455,13.8125,17.2297916666667,21.76,11.635,NA,NA,NA,23.2332489583333,31.0588,14.2928,17.0411399305556,25.0378,12.1004,10.7046483333333,18.54,6.096
"194",194,16.8768055555556,19.08,13.99,15.9258680555556,17.89,14.2,NA,NA,NA,17.0429861111111,20.6525,13.6425,17.2408767361111,22.9475,12.99,NA,NA,NA,22.9518097222222,32.4418,13.9251,17.8684329861111,22.1942,11.9767,12.2251208333333,19.14,7.7085
"195",195,16.9531944444444,19.4,14,16.0549305555556,17.99,14.02,NA,NA,NA,17.1731684027778,20.8325,13.1575,17.3944791666667,23.6875,11.9575,NA,NA,NA,24.0217545138889,32.422,15.9903,18.6009927083333,23.9722,14.8775,13.18079,18.73,9.0542
"196",196,17.1528125,19.85,14.11,16.0606944444444,18.38,13.79,NA,NA,NA,17.4303732638889,21.815,13.6675,17.332265625,23.53,13.365,NA,NA,NA,24.9685020833333,32.5328,17.6896,17.8755708333333,23.3239,12.9236,14.3095125,21.0704,8.6603
"197",197,17.2253125,19.83,14.56,16.0454513888889,18.57,13.31,NA,NA,NA,17.4926475694444,21.2425,14.2425,17.3721875,23.205,12.4825,NA,NA,NA,24.7045979166667,31.7142,17.87,17.1408489583333,23.0921,11.3872,15.3410791666667,21.0916,9.083
"198",198,17.1942708333333,19.93,14.94,15.966875,18.19,13.2,NA,NA,NA,17.4594010416667,21.3,14.85,17.2554947916667,23.125,13.02,NA,NA,NA,24.3100743055556,30.8602,17.7828,16.9266493055556,20.8611,11.3613,16.4750033333333,21.75,11.2863
"199",199,17.1765972222222,20.18,15.14,15.8410763888889,17.84,13.75,NA,NA,NA,17.3651649305556,21.8825,14.76,17.0485416666667,21.99,13.425,NA,NA,NA,23.94030625,32.3883,17.489,16.8375263888889,20.1754,13.6408,15.4944241666667,19.6554,12.1783
"200",200,16.9775,19.72,14.97,15.7653819444444,17.9,14.07,NA,NA,NA,17.0965104166667,20.9825,14.05,16.9632725694444,21.4725,12.2125,NA,NA,NA,23.09003125,32.363,13.2607,16.966353125,21.1866,13.3303,14.07933,18.26,10.3479
"201",201,16.9403819444444,19.57,14.82,15.8228819444444,17.95,14,NA,NA,NA,17.0934027777778,20.4425,13.84,17.0714322916667,23.0825,12.0575,NA,NA,NA,22.5172486111111,31.2248,13.1911,17.4417451388889,22.0256,12.4878,12.7117516666667,17.69,7.541
"202",202,17.0215972222222,19.42,14.44,15.9315277777778,18.41,13.86,NA,NA,NA,17.2552951388889,21.0825,14.385,17.1590364583333,23.68,13.23,NA,NA,NA,22.9896,31.6985,17.4333,17.5746121527778,24.4317,12.2074,12.5530941666667,17.71,9.1986
"203",203,16.9997222222222,19.35,14.53,15.7365277777778,17.95,13.28,NA,NA,NA,17.2860677083333,20.88,13.7875,16.7188888888889,21.4275,11.995,NA,NA,NA,23.2987763888889,31.668,17.8795,17.1158385416667,23.8942,11.7071,13.6923958333333,19.85,9.4479
"204",204,17.3262847222222,19.67,14.75,15.8048611111111,18.32,13.57,NA,NA,NA,17.6577864583333,20.8575,14.7525,17.066953125,22.56,12.38,NA,NA,NA,23.8728819444444,31.3792,18.7936,17.7585659722222,23.6991,13.7961,14.6491783333333,20.88,9.3285
"205",205,17.433125,19.7,14.9,15.9858680555556,18.47,14.04,NA,NA,NA,17.7884114583333,21.0625,14.76,17.2414409722222,22.015,11.5625,NA,NA,NA,24.0279895833333,31.733,17.8317,18.8642934027778,22.2758,15.1041,15.5994924731183,21.37,8.7979
"206",206,17.4065625,19.44,14.79,16.1875347222222,18.41,14.28,NA,NA,NA,17.6808680555556,21.0575,14.135,17.5373350694444,22.1675,14.03,NA,NA,NA,24.1457090277778,31.5637,17.1694,19.1131892361111,22.8484,16.329,16.3830707070707,21.9874,8.475
"207",207,17.3769097222222,19.54,15.08,16.2335416666667,18.04,14.49,NA,NA,NA,17.6349826388889,21.0375,14.6875,17.5122743055556,22.485,13.395,NA,NA,NA,24.2567315972222,31.822,17.7063,19.2391045138889,24.062,14.6453,14.9949583333333,22.109,8.1303
"208",208,17.3440972222222,19.68,15.27,16.0975,17.85,14.33,NA,NA,NA,17.6569704861111,21.49,14.5775,17.3556684027778,23.78,13.45,NA,NA,NA,24.7355152777778,31.8982,17.4462,18.8623923611111,24.7639,13.711,15.2486225,21.3545,9.5284
"209",209,17.5077083333333,20.02,15.53,15.9640625,17.93,14.09,NA,NA,NA,17.8587673611111,21.4025,14.9275,17.2205871527778,22.6975,13.0975,NA,NA,NA,24.9902076388889,32.4744,16.8673,18.815434375,24.7939,13.1734,15.1397941666667,22.4749,8.0704
"210",210,17.579375,20.14,15.75,16.1003472222222,17.64,13.9,NA,NA,NA,17.8900347222222,21.855,15.08,17.3177864583333,22.425,12.665,NA,NA,NA,25.2403475694444,33.2604,16.8763,19.5886694444444,27.1847,13.5722,17.0511041666667,23.3768,11.5034
"211",211,17.5175694444444,19.6,15.38,16.1592013888889,18.11,14.16,NA,NA,NA,17.8558854166667,21.005,14.6875,17.3426302083333,21.505,13.025,NA,NA,NA,25.4569638888889,33.2725,16.2736,18.9867673611111,25.6656,13.1166,17.7487333333333,23.0813,13.2
"212",212,17.6298263888889,19.5,15.32,16.0202083333333,18.12,14.33,NA,NA,NA,18.0483854166667,21.3875,14.7725,17.2574993055556,22.2425,13.0248,NA,NA,NA,25.7177694444444,33.9296,16.9455,18.3452868055556,23.8085,12.4948,18.4225308333333,23.4172,14.41
"213",213,17.765,19.8,15.55,16.0167013888889,18.58,14.17,NA,NA,NA,18.2508767361111,21.7175,14.7475,17.3104600694444,22.8975,12.99,NA,NA,NA,26.1215010416667,33.8733,18.0942,18.6935041666667,24.5533,14.0198,17.6260491666667,22.2593,11.7424
"214",214,17.8995833333333,20.15,15.81,16.0373611111111,18.9,14.14,NA,NA,NA,18.3708159722222,21.78,15.1425,17.3635677083333,24.315,13.495,NA,NA,NA,25.9643868055556,32.9396,17.7564,18.35573125,23.4632,11.5188,16.868755,22.77,11.0585
"215",215,17.7847222222222,20.25,15.88,16.0086805555556,19.27,13.45,NA,NA,NA,18.2157986111111,22.5775,15.25,17.2264670138889,23.0775,12.33,NA,NA,NA,25.6808833333333,32.7799,16.124,18.6663579861111,26.3231,10.5714,16.3322566666667,20.8,12.2492
"216",216,17.7318402777778,20.09,15.7,15.8944444444444,19.44,13.13,NA,NA,NA,18.121796875,21.6775,15.2475,17.1488628472222,24.965,12.53,NA,NA,NA,24.9392024305556,31.107,16.8317,18.0739152777778,25.8348,10.6223,15.79596,20.2576,12.5969
"217",217,17.5517708333333,19.57,15.83,15.8808333333333,19.53,13.25,NA,NA,NA,17.8678038194444,21.1875,15.2225,17.1655815972222,25.2425,11.4275,NA,NA,NA,23.689959375,30.8904,17.9668,18.3768135416667,25.8853,11.7839,15.1453383333333,20.2985,11.88
"218",218,17.4009027777778,18.74,16.01,15.9871180555556,19.26,13.25,NA,NA,NA,17.7373871527778,20.4775,15.5725,17.1764583333333,23.1525,10.5975,NA,NA,NA,23.3711368055556,29.5605,17.3296,18.4961677083333,24.7314,12.698,14.2245658333333,18.5757,10.2958
"219",219,17.3625,19.09,15.6,15.9752430555556,19.36,13.54,NA,NA,NA,17.7436371527778,20.245,15.2575,17.2265711805556,23.8975,8.0225,NA,NA,NA,23.3393472027972,29.8068,18.1135,18.7520503472222,25.095,13.41,14.4080808333333,17.4721,10.51
"220",220,17.2686458333333,18.95,15.1,16.0435069444444,19.44,13.9,NA,NA,NA,17.6064496527778,20.67,14.8825,17.2473003472222,24.5425,13.39,NA,NA,NA,22.7235003472222,30.0194,16.3162,18.8004399305556,24.0342,12.7359,12.7312458333333,17.0549,8.8734
"221",221,17.1226041666667,19.28,14.84,15.9747569444444,19.03,13.63,NA,NA,NA,17.4575173611111,20.7525,14.5475,17.1557111111111,23.03,12.2107,NA,NA,NA,22.6379055555556,30.0098,14.4457,19.1274736111111,24.3053,12.3672,12.1034633333333,16.67,8.1958
"222",222,17.0740277777778,19.65,14.63,16.0209027777778,19,13.41,NA,NA,NA,17.40859375,21.315,14.0625,17.1432600694444,23.86,3.48,NA,NA,NA,23.2504107638889,31.0038,14.5184,19.5233027777778,22.9703,13.5411,13.6482916666667,17.7543,10.5457
"223",223,17.0919097222222,19.64,14.49,16.2257638888889,18.7,13.54,NA,NA,NA,17.447421875,21.1675,14.24,17.5751434027778,22.93,7.3868,NA,NA,NA,23.6618621527778,32.5282,15.7172,19.9481239583333,22.54,12.7533,13.1693916666667,18.26,10.3217
"224",224,17.0755208333333,19.47,14.43,16.1669791666667,18.52,14.12,NA,NA,NA,17.4401996527778,20.79,13.7775,17.4876868055556,23.1,12.1303,NA,NA,NA,23.6989295138889,33.9546,16.0526,19.2249611111111,21.9299,15.4093,13.0619775,18.03,8.922
"225",225,17.1176041666667,19.52,14.42,15.9200694444444,18.4,13.78,NA,NA,NA,17.53953125,21.39,14,17.2584114583333,22.665,13.59,NA,NA,NA,24.1845423611111,34.6827,16.7854,17.8138177083333,24.1362,11.5577,13.72015,17.57,10.1913
"226",226,17.1975347222222,19.73,14.56,15.4409027777778,18.31,12.75,NA,NA,NA,17.6494184027778,21.3725,14.4375,16.6891927083333,23.385,11.2575,NA,NA,NA,24.8199524305556,34.2592,18.4081,16.1908315972222,24.1874,9.1193,14.83116,18.4466,11.21
"227",227,17.2675,19.73,15.02,15.1955555555556,18.01,12.04,NA,NA,NA,17.7172569444444,21.815,14.42,16.4321961805556,22.545,10.7225,NA,NA,NA,24.7773864583333,33.3337,18.6459,15.6103204861111,21.9266,7.8522,15.2138591666667,19.9355,10.62
"228",228,17.3480555555556,19.95,15.15,15.0396875,17.38,11.77,NA,NA,NA,17.791328125,21.9175,14.6225,16.0345989583333,21.17,10.8925,NA,NA,NA,24.8170378472222,33.0682,15.7945,16.0193663194444,21.2342,8.6315,15.7072441666667,20.9711,8.27
"229",229,17.4111458333333,20.01,15.03,14.7540625,17.42,11.91,NA,NA,NA,17.8590798611111,22.0725,14.24,15.7781225694444,21.5775,10.5625,NA,NA,NA,24.805121875,32.6237,15.4785,15.4504704861111,20.7784,7.4696,16.4846791666667,20.9559,11.68
"230",230,17.5269791666667,19.7,15.2,14.6309375,17.36,11.7,NA,NA,NA,17.9552864583333,21.24,14.585,15.7847135416667,22.55,10.4275,NA,NA,NA,25.3267329861111,33.11,18.2879,15.9901982638889,22.1279,9.8558,16.6748841666667,20.7424,12.46
"231",231,17.6480902777778,19.66,15.39,14.6424652777778,17.39,11.1,NA,NA,NA,18.1297829861111,21.4125,15.1825,15.686059375,21.8775,9.9908,NA,NA,NA,25.4890565972222,33.0724,20.0076,16.2792805555556,22.051,8.3457,16.4591675,20.4747,12.7401
"232",232,17.6705902777778,19.71,15.24,14.5103472222222,17.5,10.69,NA,NA,NA,18.1252951388889,21.1525,14.75,15.4389739583333,20.915,9.9085,NA,NA,NA,25.4180284722222,33.3869,18.5424,15.9925114583333,23.0334,6.9575,16.5225,20.4348,13.62
"233",233,17.5734375,19.51,15.13,14.0153125,17.34,8.84,NA,NA,NA,18.0065017361111,20.975,14.8,14.9662013888889,20.6525,7.233,NA,NA,NA,24.2026881944444,31.7901,16.1123,14.2903928125,20.3796,0.94182,15.8883683333333,21.4439,11.98
"234",234,17.429375,19.26,15.22,13.7320486111111,16.69,8.08,NA,NA,NA,17.8242534722222,21.15,14.435,14.79860625,20.465,6.3515,NA,NA,NA,23.9493440972222,30.4622,16.9184,13.5349162847222,21.1937,0.86439,15.264965,19.9577,11.8151
"235",235,17.3429513888889,19.04,15.45,13.5659027777778,16.87,8.14,NA,NA,NA,17.7295225694444,20.54,15.3525,14.6273413194444,20.875,6.5575,NA,NA,NA,24.00461875,30.0823,18.3418,13.0017163194444,21.4438,2.7484,14.6640008333333,19.662,11.03
"236",236,17.1969097222222,18.74,15.45,13.4772222222222,17.06,8.5,NA,NA,NA,17.6036111111111,20.335,14.5575,14.3701996527778,21.52,6.978,NA,NA,NA,23.3828375,29.2513,16.9585,13.4990333333333,21.6532,1.2356,14.5277366666667,18.8987,10.98
"237",237,17.0617708333333,18.65,15.31,13.3553819444444,17.24,9.07,NA,NA,NA,17.4701736111111,20.2525,15.0925,14.2560881944444,21.3625,7.854,NA,NA,NA,22.9232951388889,28.9863,16.773,12.4664232638889,21.1654,3.0348,14.7843883333333,19.4139,10.8961
"238",238,17.0225347222222,18.8,15.14,12.9541319444444,16.17,9.52,NA,NA,NA,17.4318315972222,20.4575,14.7125,13.7266663194444,19.58,8.8117,NA,NA,NA,23.2922951388889,31.0229,16.4741,12.1107131944444,18.5506,3.7054,15.1326991666667,18.6437,11.8985
"239",239,16.9719791666667,18.96,14.79,12.9860763888889,16.66,9.92,NA,NA,NA,17.3493229166667,20.465,14.2725,13.9351145833333,20.4175,8.9025,NA,NA,NA,23.6964888888889,33.406,14.7775,13.2841694444444,19.0701,8.9599,14.71875,18.84,12.0104
"240",240,16.9442013888889,19.12,14.68,13.2277083333333,16.74,10.27,NA,NA,NA,17.3573958333333,20.955,14.255,14.1133142361111,21.395,9.092,NA,NA,NA,23.7921684027778,32.9359,17.0909,14.67261875,20.3953,8.2333,14.8876541666667,20.44,11.0398
"241",241,16.9595138888889,19.17,14.57,13.5194444444444,16.81,10.52,NA,NA,NA,17.3375260416667,20.655,13.965,14.4445017361111,19.6375,8.8205,NA,NA,NA,24.341621875,35.6515,16.5543,16.1084472222222,20.9748,10.2966,15.2857175,20.98,10.6484
"242",242,17.0779166666667,19.29,14.59,13.83,17.08,10.49,NA,NA,NA,17.4824392361111,20.9375,14.12,14.7496545138889,19.885,8.7953,NA,NA,NA,24.896325,34.9386,17.4441,16.7823003472222,20.8889,10.2215,15.2682291666667,20.97,11.4475
"243",243,17.1895138888889,19.06,14.78,13.9903819444444,17.02,10.22,NA,NA,NA,17.5954774305556,20.385,14.4575,14.90971875,19.54,8.8938,NA,NA,NA,24.6521347222222,33.7064,18.5463,17.0144069444444,22.6119,7.4495,14.4289441666667,19.99,8.555
"244",244,17.1530555555556,18.6,15.09,13.9965972222222,16.9,9.31,NA,NA,NA,17.5386371527778,20.3575,14.8525,14.989384375,20.3425,8.0448,NA,NA,NA,24.0184666666667,31.354,16.1387,16.4885520833333,23.6397,4.5464,15.4253908333333,19.2516,10.4785
"245",245,17.0622569444444,18.29,15.09,13.8904166666667,16.81,8.31,NA,NA,NA,17.4526996527778,19.9825,14.54,14.8054770833333,20.6375,7.0452,NA,NA,NA,23.7956677083333,31.9062,16.6051,16.1511208333333,23.7275,2.5273,14.7804958333333,19.22,10.3636
"246",246,16.9442013888889,18.52,14.89,13.7380659722222,17.14,7.58,NA,NA,NA,17.3380989583333,20.335,14.425,14.6381392361111,21.095,5.5008,NA,NA,NA,23.4525677083333,35.3876,15.6194,15.5293493055556,25.2017,2.8464,14.1037933333333,20.99,10.0013
"247",247,16.9047916666667,18.77,14.69,13.4148611111111,16.76,8.15,NA,NA,NA,17.2662326388889,20.1225,14.21,14.2271423611111,20.325,5.593,NA,NA,NA,22.8946107638889,34.5935,15.1343,14.6178430555556,24.1089,2.49,12.5565491666667,20.53,6.9072
"248",248,16.8050694444444,18.84,14.47,13.2072916666667,16.4,8.65,NA,NA,NA,17.1293836805556,20.3575,14.045,13.975309375,20.425,7.154,NA,NA,NA,22.1450822916667,30.8325,13.9126,14.8816190972222,20.1607,7.5757,10.4792216666667,20.82,4.8349
"249",249,16.6105555555556,18.8,13.76,13.2742361111111,15.93,9.62,NA,NA,NA,16.8475434027778,20.21,13.0575,13.9759944444444,19.1475,8.7357,NA,NA,NA,21.4414798611111,29.6364,12.504,15.5916128472222,19.1406,9.1124,9.35436302521008,20.22,3.6248
"250",250,16.3928472222222,18.72,12.91,13.1551388888889,16.08,9.84,NA,NA,NA,16.6599479166667,20.3825,11.675,13.9799809027778,20.66,7.3928,NA,NA,NA,21.51156875,29.8044,11.1351,14.7908173611111,21.0437,8.074,10.8255066666667,16.35,4.9394
"251",251,16.3648263888889,18.6,13.09,13.1076388888889,15.94,9.22,NA,NA,NA,16.6325260416667,19.865,12.485,13.8630527777778,20.275,7.1025,NA,NA,NA,22.2970149305556,30.6964,14.4475,14.678909375,21.9118,4.963,11.5747366666667,15.7568,7.93
"252",252,16.4034027777778,18.47,13.42,12.8752777777778,16.11,8.91,NA,NA,NA,16.7039322916667,19.6375,12.935,13.6296607638889,19.1525,7.5735,NA,NA,NA,22.9385864583333,30.6837,16.7437,14.8368402777778,21.0081,6.5444,13.4761458333333,17.7677,10.06
"253",253,16.5108680555556,18.36,13.61,12.6952430555556,16.1,8.69,NA,NA,NA,16.8966753472222,19.875,13.2525,13.4070736111111,19.3875,5.945,NA,NA,NA,23.2524743055556,32.6606,16.0004,13.6812184027778,20.2734,3.73,13.8941516666667,20.3109,8.36
"254",254,16.6090277777778,18.49,13.93,12.5335069444444,15.75,8.01,NA,NA,NA,17.0223090277778,20.21,13.855,13.2329861111111,19.3525,6.2733,NA,NA,NA,23.8149572916667,32.2373,17.5813,13.7886416666667,19.8946,6.09,15.2333508333333,19.4592,9.17
"255",255,16.7739583333333,18.56,14.27,12.3692604166667,15.28,7.789,NA,NA,NA,17.1680381944444,19.8425,13.655,12.9835847222222,18.54,6.737,NA,NA,NA,24.3770746527778,30.1626,18.9534,13.503628125,21.7828,7.3,16.0125025,20.7771,10.17
"256",256,16.8259722222222,18.37,14.73,12.1862604166667,15.71,7.993,NA,NA,NA,17.2339322916667,19.6675,14.2825,12.8062121527778,20.18,5.7007,NA,NA,NA,23.6248229166667,31.0201,16.35,13.5185270833333,21.5207,4.9635,14.5885375,20.7413,0
"257",257,16.7235416666667,18.43,14.41,12.2519444444444,15.64,8.8,NA,NA,NA,17.0866666666667,19.875,14.1325,12.8978673611111,21.4725,6.4733,NA,NA,NA,22.6385579861111,31.2313,17.1846,14.3566121527778,20.7082,1.1027,12.302065,16.4894,8.4339
"258",258,16.4663194444444,18.59,13.56,12.2309027777778,15.54,8.91,NA,NA,NA,16.6952430555556,20.145,12.82,12.9218989583333,19.185,7.4295,NA,NA,NA,20.7403295138889,31.0847,7.1424,13.8476930555556,19.9874,3.2033,7.51241083333333,14.4602,1.144
"259",259,16.2676736111111,18.92,12.34,11.8964583333333,15.72,8.61,NA,NA,NA,16.4803298611111,21.0675,11.3525,12.4033434027778,18.5075,7.6175,NA,NA,NA,20.0736944444444,31.1418,7.7108,12.215671875,22.1839,1.9759,5.95217333333333,12.04,1.5277
"260",260,16.1503472222222,19.12,12.22,11.6422569444444,16.07,8.54,NA,NA,NA,16.2970138888889,20.755,11.245,12.0618086805556,18.865,7.4798,NA,NA,NA,20.4436965277778,30.5242,11.6218,12.4671736111111,21.6495,1.8133,7.01097,12.2918,1.4885
"261",261,15.849375,19.06,12.42,11.8422569444444,16.1,9.21,NA,NA,NA,15.9583940972222,19.9575,12.0825,12.4140864583333,17.9325,7.976,NA,NA,NA,20.1948923611111,29.0542,10.1855,13.8031059027778,20.9745,5.8165,8.4256325,13.9163,3.406
"262",262,15.4894791666667,18.71,12.79,11.7635277777778,15.95,7.946,NA,NA,NA,15.5310069444444,19.7175,12.2625,12.1757541666667,18.26,5.9915,NA,NA,NA,19.7345798611111,28.5519,12.1888,12.4678651736111,18.3316,0.66338,11.1017416666667,15.3789,6.78
"263",263,15.2959722222222,17.91,13.35,11.2615520833333,15.4,7.136,NA,NA,NA,15.3983940972222,18.6575,12.365,11.6737996527778,17.7975,5.5488,NA,NA,NA,20.128578125,29.4949,13.5846,11.2774545138889,19.1645,0.69027,12.1419283333333,17.3237,4.13
"264",264,15.3090625,17.81,12.86,11.0759027777778,15.01,8.23,NA,NA,NA,15.4512152777778,18.9,11.8875,11.5196208333333,17.46,6.7742,NA,NA,NA,21.5202732638889,31.524,11.1754,11.5850915972222,18.9054,-0.4097,13.3354058333333,18.2303,6.98
"265",265,15.4122569444444,17.75,12.11,11.1739930555556,14.72,8.27,NA,NA,NA,15.5560416666667,19.1475,12.145,11.7432857638889,19.135,6.5405,NA,NA,NA,20.1965135416667,30.4519,7.6447,12.8660861111111,21.856,2.3999,12.0105051282051,17.903,-2.34
"266",266,15.1266319444444,17.53,11.92,11.4239236111111,14.5,8.76,NA,NA,NA,15.2121267361111,18.6675,10.925,12.0520434027778,18.63,7.812,NA,NA,NA,17.7887996527778,29.5552,4.9841,13.3708638888889,20.49,6.2778,8.64537166666667,16.6545,-4.94
"267",267,14.7982986111111,17.37,11.64,11.4815972222222,14.9,9.44,NA,NA,NA,14.8668142361111,18.305,10.76,12.040659375,18.465,7.954,NA,NA,NA,17.5058274305556,28.0095,7.025,13.9752072916667,21.5288,7.4812,6.25956173416667,17.5622,-1.6517
"268",268,14.5001041666667,17.33,11.5,11.6182291666667,15.18,9.67,NA,NA,NA,14.5015538194444,18,10.235,12.2282263888889,20.06,8.7442,NA,NA,NA,18.2155670138889,30.3248,7.537,14.2200489583333,22.8023,8.529,7.08867366666667,18.2049,-2.2602
"269",269,14.4679166666667,17.15,11.52,11.4145486111111,15.17,8.29,NA,NA,NA,14.4868576388889,17.9325,10.0075,11.8659368055556,19.05,6.6402,NA,NA,NA,18.7920440972222,29.9754,8.8802,11.8476739583333,22.0638,2.1718,11.0463666666667,17.579,1.78
"270",270,14.22125,17.2,11.68,10.8270451388889,14.85,6.896,NA,NA,NA,14.2000173611111,18.4475,10.9275,11.2417871527778,17.9675,5.141,NA,NA,NA,17.8369138888889,29.4722,5.7878,9.35356618055556,19.8782,-2.2524,12.8551358333333,17.5739,4.29
"271",271,13.9831944444444,17.35,10.96,10.0960763888889,14.53,5.806,NA,NA,NA,13.9865017361111,18.495,10.2175,10.3584225694444,17.135,4.8117,NA,NA,NA,17.8578284722222,27.7143,6.695,8.14091520138889,17.0985,-2.957,12.6106125,16.7875,5.52
"272",272,13.9267361111111,17.1,11.07,9.74570486111111,13.65,5.487,NA,NA,NA,13.90536875,17.415,9.7062,10.0096979166667,15.675,4.2148,NA,NA,NA,18.8635496527778,27.9132,7.8391,8.39434943055556,15.0765,-0.54435,12.02604,16.0981,6.62
"273",273,14.0134375,16.84,11.47,9.63295833333333,13.43,5.054,NA,NA,NA,14.0497916666667,17.53,10.7175,9.91097604166667,15.76,3.969,NA,NA,NA,19.3110746527778,27.8631,8.0034,10.720021875,18.2636,3.9651,12.3140483333333,16.3284,6.81
"274",274,14.0579861111111,16.51,11.84,9.97693055555555,14.32,4.924,NA,NA,NA,14.0679340277778,17.525,11.475,10.2153746527778,17.2975,3.121,NA,NA,NA,19.1489607638889,26.9882,12.0287,12.9961798611111,21.6364,5.5444,11.1063166666667,16.0962,6.43
"275",275,14.0513541666667,16.31,12.03,10.333875,14.26,6.427,NA,NA,NA,14.0640451388889,16.9675,11.3775,10.4805791666667,16.8875,4.2092,NA,NA,NA,18.2633038194444,28.4156,12.3042,11.86415625,19.9343,1.0896,9.44282583333333,14.4983,2.2541
"276",276,13.8676736111111,16.57,11.81,10.2022256944444,14.12,7.059,NA,NA,NA,13.8385763888889,17.41,10.915,10.3935895833333,16.995,5.9045,NA,NA,NA,17.5065197916667,31.1687,9.6871,10.0959910416667,18.4083,-0.1965,6.06048666666667,11.0921,1.3924
"277",277,13.5365277777778,16.85,10.86,9.93151041666667,14.45,7.033,NA,NA,NA,13.3603236111111,17.8275,9.7975,10.0925829861111,16.635,5.5125,NA,NA,NA,16.72443125,30.5316,8.0151,9.08459868055555,20.3511,-1.7498,5.110828,10.0298,-0.63
