"","julian","low_soil_mean","low_soil_max","low_soil_min","high_soil_mean","high_soil_max","high_soil_min","low_air_mean","low_air_max","low_air_min","high_air_mean","high_air_max","high_air_min"
"343",343,NA,NA,NA,NA,NA,NA,4.74224479166667,13.91,-8.19,7.27366889880952,18.15,-5.491
"344",344,NA,NA,NA,NA,NA,NA,5.09427046130952,13.56,-7.013,7.59925669642857,17.75,-0.936
"345",345,NA,NA,NA,NA,NA,NA,4.98113578869048,14.77,-5.552,7.21593043154762,17.63,-0.69
"346",346,NA,NA,NA,NA,NA,NA,3.80111123511905,12.66,-4.956,5.657265625,16.28,-1.06
"347",347,NA,NA,NA,NA,NA,NA,3.21941629464286,12.6,-4.709,5.79477678571429,19,-2.698
"348",348,NA,NA,NA,NA,NA,NA,3.79448511904762,12.93,-3.9,4.71617633928571,21.9,-3.686
"349",349,NA,NA,NA,NA,NA,NA,4.28670982142857,11.86,-3.968,4.78004910714286,17.73,-3.012
"350",350,NA,NA,NA,NA,NA,NA,4.08304241071429,12.82,-3.551,5.44995944940476,22.88,-2.779
"351",351,NA,NA,NA,NA,NA,NA,4.33110044642857,10.84,-3.425,5.251921875,18.28,-4.616
"352",352,NA,NA,NA,NA,NA,NA,4.84912797619048,13.78,-3.34,4.89616889880952,13.59,-5.048
"353",353,NA,NA,NA,NA,NA,NA,3.94473511904762,15.35,-4.185,3.45439732142857,14.77,-5.015
"354",354,NA,NA,NA,NA,NA,NA,3.71651227678571,11.41,-3.906,4.10357685150726,15.04,-4.106
"355",355,NA,NA,NA,NA,NA,NA,5.04072767857143,14.01,-3.762,5.75699404761905,14.44,-3.586
"356",356,NA,NA,NA,NA,NA,NA,4.26655580357143,15.21,-5.348,6.1187109375,16.37,-3.803
"357",357,NA,NA,NA,NA,NA,NA,3.14167447916667,11.93,-4.307,5.82216889880952,15.36,-2.688
"358",358,NA,NA,NA,NA,NA,NA,4.06008816964286,11.55,-4.316,4.55581063988095,17.82,-3.721
"359",359,NA,NA,NA,NA,NA,NA,2.40792113095238,11.81,-4.172,3.28064806547619,18.76,-4.41
"360",360,NA,NA,NA,NA,NA,NA,2.14428720238095,9.73,-3.959,3.84001488095238,18.65,-3.737
"361",361,NA,NA,NA,NA,NA,NA,2.18436569940476,10.29,-4.297,3.54822135416667,13.62,-3.276
"362",362,NA,NA,NA,NA,NA,NA,3.04317708333333,11.06,-4.194,4.9065390625,15.17,-2.441
"363",363,NA,NA,NA,NA,NA,NA,2.22372507440476,12.27,-4.002,5.2001447172619,18,-5.637
"364",364,NA,NA,NA,NA,NA,NA,2.67437016369048,12.75,-4.179,3.92746800595238,16.02,-4.711
"365",365,NA,NA,NA,NA,NA,NA,1.24457254464286,10.36,-5.645,4.65807291666667,14.99,-2.951
"366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.265,-2.265,-2.265
