rowname,estimate,SE,Adjusted SE,z value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),12.537646651609428,3.423463685066826,3.452060896627198,3.631930903611582,2.813e-4,5.771731621781075,19.30356168143778,global
elevation_change,-16.05715917114971,5.717002879981471,5.766227544652629,2.784690518507283,0.0053579,-27.358757485331687,-4.755560856967733,global
latitude,-1.9263589766183455,4.083064814505947,4.116797322331289,0.46792660065360553,0.6398371,-11.120522222947345,6.355202727680014,global
snowdepth,-4.334313884543264,1.4070230937842327,1.4192491300743009,3.0539485934483914,0.0022585,-7.1159910645786955,-1.5526367045078326,global
veg_foliage,-7.4966543429019,1.7294725017043004,1.7444857153416238,4.297343496122481,1.73e-5,-10.915783516516075,-4.077525169287726,global
