rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),2.6419964822551036,0.5244180633166868,5.0379585812620045,1.6171811111438235,3.657542298837073,macro
latitude,1.883925616724596,0.8768198760029962,2.148589086862988,0.1848107984561401,3.5980080779045163,macro
.sig01,NA,NA,NA,0.45821114120369005,1.0445185605171354,macro
.sigma,NA,NA,NA,0.5478589800826568,0.6969430594368551,macro
