rowname,estimate,SE,t value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),-0.4311996901757704,0.30073439737813107,-1.4338223160871009,0.15162297493524524,-1.319168318872339,0.31756300941899956,meso
elevation_change,-2.41261323927593,0.4526189786419546,-5.330340425659513,9.80288359980861e-8,-3.571078588501241,-1.3710812336281413,meso
veg_foliage,-0.47621548674789926,0.19992787920804939,-2.3819363694261915,0.01722187296492504,-0.9844366364545157,0.16122335239078936,meso
snowdepth,-0.7220715009265979,0.23153575021412254,-3.1186177523722862,0.0018170152070335996,-1.5672529218034046,0.13483455497342323,meso
n_days,0.34717853390429854,0.30580582180756366,1.1352907928704175,0.2562534986459266,-0.32004276173717144,1.1958161873444844,meso
.sig01,NA,NA,NA,NA,0,0.5828581311029033,meso
.sigma,NA,NA,NA,NA,1.2258907214141417,1.6289127814327315,meso
