rowname,estimate,SE,Adjusted SE,z value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),0.6444513488464799,0.05393018423643048,0.054035783926431304,11.926381038977583,0,0.5385431584742862,0.7503595392186736,global
elevation_change,-0.6843469611005447,0.11649252588850799,0.11677454554988984,5.860412111885888,0,-0.9132208646893608,-0.4554730575117286,global
height,0.2110837913113018,0.029036606818925115,0.0291069281169206,7.252011976784091,0,0.1540352605015412,0.2681323221210624,global
snowdepth,-0.21371346530492585,0.04047561088496083,0.04057364516982898,5.267297636443215,1e-7,-0.29323634855929814,-0.13419058205055354,global
veg_foliage,-0.19625903459855218,0.04386675945802878,0.043971716889771514,4.463301605678376,8.1e-6,-0.2824420160408959,-0.11007605315620843,global
n_seasons,0.011655184894103637,0.043775373182490404,0.043827800685760386,0.26593132011505194,0.7902921,-0.07745706876198734,0.2673959854125233,global
