(Intercept),elevation_change,height,latitude,n_months,snowdepth,veg_foliage,df,logLik,AICc,delta,weight
0.575179067232729,-0.6902433772534419,NA,0.02550383462834445,NA,NA,NA,5,231.074197917858,-452.0288739233654,71.68440594909998,2.0146664637805e-16
0.3298422946684214,NA,NA,NA,0.1345240824714009,-0.2021107407658098,NA,5,230.7655571726769,-451.4115924330032,72.30168743946217,1.4796608555431e-16
0.4868971847795134,-0.7360260580502136,NA,-0.057943466175757234,0.19911880952904232,NA,NA,6,231.72385367255845,-451.28004267445823,72.43323719800713,1.38546805803054e-16
0.3049938086325141,NA,NA,0.14387245065130524,0.08053857239152269,-0.20682135744689858,NA,6,230.2561266684361,-448.34458866621355,75.36869120625181,3.19279311857688e-17
0.47700654041801627,NA,NA,NA,NA,NA,-0.1714965321435731,4,226.51465906640803,-444.949795269993,78.76348460247237,5.84791106366195e-18
0.4764148513725336,NA,NA,0.0016135638592271824,NA,NA,-0.17166758912088112,5,225.39097018402703,-440.66241845570346,83.0508614167619,6.8550197916111e-19
0.45508876504561196,NA,NA,NA,0.030608137661189725,NA,-0.16895955443782606,5,225.38453370049967,-440.64954548864876,83.06373438381661,6.81103926145817e-19
0.4053944925114845,NA,NA,NA,NA,NA,NA,3,223.0642630733301,-440.08090709904116,83.63237277342421,5.12548688189666e-19
0.32401802760958137,NA,NA,NA,0.11922785505656894,NA,NA,4,222.35498573121845,-436.6304485996138,87.08283127285154,9.13014307307201e-20
0.3542736319338663,NA,NA,0.11851804596287689,NA,NA,NA,4,222.35343690597244,-436.6273509491218,87.08592892334354,9.11601302229516e-20
0.45877693186196405,NA,NA,-0.010546256226107116,0.03280677167857798,NA,-0.17040413412775587,6,224.33911114169726,-436.51055761273585,87.20272225972951,8.59891361720553e-20
0.3099586630531807,NA,NA,0.08448318126850848,0.08647654173681385,NA,NA,5,221.46883576881942,-432.81814962528824,90.89513024717712,1.35721102600202e-20
