rowname,estimate,SE,Adjusted SE,z value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),4.151738600508483,0.059259135190355174,0.059514013602301956,69.7606891084875,0,4.035093277272544,4.268383923744421,global
elevation_change,-1.3586383896517367,0.12498922993592594,0.12552642728245963,10.823524727542255,0,-1.6046656662333436,-1.1126111130701297,global
latitude,0.49367086340713884,0.09555877102660443,0.09596771119000588,5.14413501463761,3e-7,0.3055776057959858,0.6817641210182919,global
snowdepth,0.014199159179099436,0.05173318436572427,0.05184627502560451,0.2738703826280117,0.7841842,-0.09158158869047708,0.30664472106926255,global
