(Intercept),elevation_change,foliage_cover,height,latitude,snowdepth,veg_structure,foliage_cover:veg_structure,df,logLik,AICc,delta,weight
4.312411308433036,NA,-7.814750537028962e-4,NA,-0.05168344069801262,NA,-0.06826920798045519,NA,6,-22394.685025403913,44801.380961315685,113.48258605681622,6.53873864225784e-26
4.3053315981498095,NA,-6.223102009287281e-4,-5.586864018511449,NA,NA,-0.037890722446296606,NA,6,-22394.85327901952,44801.7174685469,113.81909328803158,5.52614609059621e-26
4.268746299848361,NA,-0.001193066071071119,NA,-0.01526446696203875,NA,NA,NA,5,-22395.86669934986,44801.74119090751,113.84281564864068,5.46098667315083e-26
4.30873581327816,-0.09965210920767387,-0.0015958972195755363,NA,-0.046777402733830395,NA,NA,NA,6,-22394.91355524465,44801.83802099716,113.93964573828998,5.20289102777299e-26
4.285160921540974,-0.045643949678933385,-5.269844805100455e-4,NA,NA,NA,-0.03298252669296939,NA,6,-22395.138103319772,44802.2871171474,114.38874188853515,4.15647085831074e-26
4.324379859383851,-0.06500826629602675,-7.449130815168001e-4,-6.9176797282948534,NA,NA,-0.027177887821488365,NA,7,-22394.306018964784,44802.62658716313,114.72821190426475,3.50759758699661e-26
4.360478228130955,-0.10254915165191568,-0.0012085429807506096,-2.7222952395736186,-0.07303896457903322,NA,-0.06265336155635762,NA,8,-22393.346380925206,44802.711470438175,114.8130951793064,3.36184428410344e-26
4.331478188686724,-0.09879344051864948,-0.0015359326803575809,-5.9840735576511275,-0.028741281110196002,NA,NA,NA,7,-22394.369498367523,44802.75354596861,114.8551707097431,3.29185735886412e-26
4.29222413767989,NA,-0.0011166039829180814,-6.090929586887935,0.0028387107015635463,NA,NA,NA,6,-22395.37268407311,44802.75627865408,114.8579033952119,3.287362624852e-26
4.318462933471984,NA,-7.856966793214404e-4,-2.9837157581652756,-0.038268349925226416,NA,-0.05976651703444717,NA,7,-22394.56924863945,44803.15304651247,115.25467125359864,2.69581799182415e-26
