rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),2.4094548135643006,1.6500376876563472,1.4602422911846344,-0.8167734845753567,5.6326506785323724,macro
latitude,26.43437453033307,3.5975890448007912,7.347802709299393,19.401622567436004,33.468610671962644,macro
.sig01,NA,NA,NA,3.46166317691938,6.199702686955475,macro
.sigma,NA,NA,NA,3.4850907436021146,4.139833163483045,macro
