rowname,estimate,SE,t value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),1.071056557131691,0.3736384142559168,2.8665589946490093,0.004149608101365069,-2.5405618276246313,4.290579532274832,meso
elevation_change,-5.6362235098656335,0.9948778607567662,-5.665241666528161,1.4681746449963883e-8,-15.532264635964047,3.2258149387664643,meso
veg_foliage,-0.7614721591284622,0.24879298859972263,-3.0606656699380603,0.0022084554432655517,-4.215795964451417,2.9202419490264115,meso
snowdepth,0.3454236097791617,0.5987162147836484,0.5769404623590889,0.5639796757502087,-21.46190234338316,12.104424638620232,meso
.sig01,NA,NA,NA,NA,0,1.4658850086735886,meso
.sigma,NA,NA,NA,NA,1.377637161467091,2.6972774209989194,meso
