(Intercept),elevation_change,latitude,snowdepth,veg_foliage,df,logLik,AICc,delta,weight
4.469828784355857,-1.9646786845592896,NA,NA,NA,4,39.25555980173063,-69.93140945853372,0,0.28680138665907
4.302673361537535,-1.7918403172091788,0.4841256997789038,NA,NA,5,40.35651484788229,-69.83067675458811,0.10073270394561007,0.272713990366111
4.590129043484352,-1.800992391923747,NA,NA,-0.22150222312922602,5,39.77934143159739,-68.67632992201831,1.2550795365154102,0.153124325346682
4.461400417183473,-1.945210027533415,NA,0.224893216496491,NA,5,39.27263829804482,-67.66292365491317,2.2684858036205497,0.0922541291024869
4.302227200294139,-1.7836141587665058,0.4670790837010772,0.16626364758459483,NA,6,40.261570024223914,-67.26940870516424,2.662000753369483,0.0757766022049907
4.46202758921903,-1.7446941880914042,0.28355858542118684,NA,-0.165425731440066,6,39.961371762321434,-66.66901218135928,3.2623972771744434,0.0561255589515535
4.5826718955115755,-1.7996205333197193,NA,0.08202320487553183,-0.21347039182810762,6,39.594492232732726,-65.93525312218188,3.996156336351845,0.0388890132683782
4.452366971485152,-1.7430668987234164,0.2864744075915568,0.08749135810565586,-0.1556005561112404,7,39.78404335097585,-63.871117004982004,6.0602924535517175,0.0138549658967488
3.6644678150693815,NA,0.8346704002850427,NA,NA,4,34.65237500694839,-60.72503986896924,9.206369589564481,0.0028737136523797
3.863832511339437,NA,NA,NA,NA,3,33.23677945093648,-60.13070175901582,9.8007076995179,0.00213493477078605
4.070170744481785,NA,NA,NA,-0.26909972829688056,4,34.173617751938885,-59.76752535895023,10.163884099583491,0.00178041751156011
3.910629640292035,NA,0.5419322725003087,NA,-0.23028622382515315,5,34.984134553357144,-59.08591616553782,10.845493292995904,0.00126622913309252
3.6676966390018864,NA,0.8117628817125523,0.20449329886496684,NA,5,34.63165807380856,-58.38096320644065,11.550446252093074,0.00089008956863964
3.8613447172959017,NA,NA,0.22949410289694422,NA,4,33.268018366644924,-57.95632658836231,11.975082870171413,0.000719821876421529
4.063314294041819,NA,NA,0.0827496544618457,-0.26127352546481547,5,33.99438387351378,-57.106414805851095,12.824994652682626,0.000470618551415451
3.902593029538258,NA,0.5434885535240692,0.08585661162805598,-0.22145340867088326,6,34.80739547193699,-56.3610596005904,13.57034985794332,0.000324203139683637
