rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),3.6644678150693815,0.16241456550333144,22.56243338590353,3.350663300962413,3.976744095287909,macro
latitude,0.8346704002850427,0.5549027115591642,1.504174304608799,-0.23466373045392597,1.9056712493306387,macro
.sig01,NA,NA,NA,0.15342208498410648,0.4234403965196639,macro
.sigma,NA,NA,NA,0.10342682996033481,0.14618925051787732,macro
