rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),3.9005070877712864,0.4831605371668305,8.072900801549693,2.9692816944622704,4.834141086320806,micro
height,-0.046234290208161354,0.586959343517446,-0.07876915278508918,-1.1807533077816024,1.0841562513936438,micro
.sig01,NA,NA,NA,0.1812395579970879,0.48958824502021037,micro
.sigma,NA,NA,NA,0.10336564004786163,0.14604033625505422,micro
