(Intercept),elevation_change,height,latitude,snowdepth,veg_foliage,df,logLik,AICc,delta,weight
4.492898696044796,-1.70698092192017,0.3414400091955764,NA,NA,-0.3994588940841716,6,-344.71449686640784,701.5966584034744,0,0.611158268397787
4.377498297552187,-1.6549164589549923,0.3451898215689699,0.18137028887901926,NA,-0.345965750276631,7,-344.9835567228766,704.1911134457532,2.5944550422788097,0.167022483691345
4.490235528936321,-1.7095458920015447,0.34166069288576745,NA,0.02598091337597583,-0.3965696409897488,7,-345.7665278636498,705.7570557272996,4.1603973238252365,0.0763369654038249
4.108435915971909,-1.5895956955154698,0.3299229559208561,0.4321637181139084,NA,NA,6,-347.1129794377018,706.3936235460624,4.796965142587965,0.0555272219496141
4.331282280994956,-1.716921083578808,0.31767727022142656,NA,NA,NA,5,-348.7433100932424,707.6061420988354,6.009483695361041,0.0302838361474891
4.377817989259826,-1.6557088006424447,0.34521309994532834,0.18014477963136297,0.004451556715986275,-0.3458253179866454,8,-346.03628916830047,708.3611554909096,6.764497087435188,0.0207616474826615
4.520394811541251,-1.6899833209114905,NA,NA,NA,-0.3554257949148383,5,-349.3737049462896,708.8669318049298,7.27027340145537,0.0161225555380161
4.109802197625644,-1.5921789240770994,0.3299824789730006,0.42792200553248455,0.01418171587240629,NA,7,-348.155987642798,710.535975285596,8.939316882121602,0.00699851172905426
4.327263755754968,-1.7234065366541305,0.3180717176319021,NA,0.07000219187899133,NA,6,-349.68079710972404,711.5292588901068,9.932600486632396,0.00425909081613204
4.424620384583451,-1.6464818081382755,NA,0.1506518538519847,NA,-0.3102794956982189,6,-349.7587498235829,711.6851643178245,10.088505914350094,0.00393969378285227
4.1799240813113165,-1.5871795670978188,NA,0.3779004667983176,NA,NA,5,-351.2812410765463,712.6820040654432,11.085345661968745,0.00239332383660521
4.37339997026942,-1.6992056290487256,NA,NA,NA,NA,4,-352.4459379548537,712.9713987725305,11.374740369056099,0.0020709051305634
4.518358740788631,-1.6919475715973358,NA,NA,0.019874729321403918,-0.3531551158310026,6,-350.4231621146115,713.0139888998817,11.417330496407317,0.00202727131528772
4.424716951524744,-1.64671900724524,NA,0.15029065778902487,0.0013348626287645509,-0.31024193940231776,7,-350.80089704019167,715.8257940803834,14.229135676908982,0.0004969768263285
4.1809865664004935,-1.5891748726463926,NA,0.374642673213531,0.010876007170941058,NA,6,-352.316599488082,716.8008636468227,15.20420524334827,0.0003052126096821
4.369756571654236,-1.7052801018231498,NA,NA,0.06485550943604872,NA,5,-353.395544473889,716.9106108601286,15.313952456654192,0.000288915716749026
3.585640566720427,NA,0.3487701516564478,0.6695062485997277,NA,NA,5,-358.3245335637919,726.7685890399343,25.171930636459933,2.08996207134126e-06
4.037377139319665,NA,0.35130004989742974,NA,NA,-0.38865792300209373,5,-358.45527747898694,727.0300768703245,25.43341846685007,1.83382143046163e-06
3.79577564598689,NA,0.35665455298635285,0.46736268597267444,NA,-0.29607003711316415,6,-357.5044381488022,727.1765409682631,25.579882564788704,1.7043263908041e-06
3.876849073387889,NA,0.3391568746011486,NA,NA,NA,4,-360.8013015178364,729.6821258984959,28.085467495021476,4.86936034193109e-07
3.5843549146747935,NA,0.3485688808730067,0.6790810527417008,-0.03516911423135727,NA,6,-359.32768917306504,730.8230430167888,29.226384613314394,2.75248467709689e-07
4.040227892629879,NA,0.3511845787857724,NA,-0.022834862815840015,-0.39102622064352366,6,-359.48239966513586,731.1324640009304,29.535805597456033,2.35795220030932e-07
3.79587962319322,NA,0.35649293509121416,0.4788108938667714,-0.04872223536422896,-0.29872224324588476,7,-358.4804557255149,731.1849114510298,29.58825304755544,2.29692163198716e-07
3.6606152807657373,NA,NA,0.6144859753091654,NA,NA,4,-362.8166488309481,733.7128205247193,32.116162121244884,6.48959653578391e-08
3.8759465425189514,NA,0.3392036010637634,NA,0.011031880486872394,NA,5,-361.83832601278414,733.7961739379189,32.19951553444446,6.22469008223007e-08
4.0767199622841455,NA,NA,NA,NA,-0.359207219944591,4,-363.04598598702586,734.1714948368748,32.57483643340038,5.15962140483831e-08
3.8547229567617394,NA,NA,0.4281680984604024,NA,-0.271112049662097,5,-362.2887978290851,734.6971175705208,33.10045916704644,3.96716541660243e-08
3.9265879942382655,NA,NA,NA,NA,NA,3,-364.92888962336474,735.9053982943485,34.30873989087411,2.16823067301469e-08
3.6591490897203562,NA,NA,0.6250949573907362,-0.03887885649954873,NA,5,-363.8026163496262,737.724754611603,36.12809620812857,8.73046306391874e-09
4.079969103705774,NA,NA,NA,-0.026106772569615848,-0.36193779463359316,5,-364.0583416282,738.2362051687506,36.639546765276236,6.76047485697487e-09
3.8547225684309465,NA,NA,0.4402346213934491,-0.050980675227615235,-0.2737796127151846,6,-363.2490739040956,738.66581247885,37.069154075375536,5.45367382362691e-09
3.926021980996093,NA,NA,NA,0.006972902799171117,NA,4,-365.95746869078505,739.9944602443932,38.39780184091876,2.80657700996011e-09
