(Intercept),elevation_change,foliage_cover,height,latitude,snowdepth,veg_structure,foliage_cover:veg_structure,df,logLik,AICc,delta,weight
4.266040148906683,NA,NA,NA,NA,-0.07992977700783,NA,NA,4,-23593.242277537374,47194.48899113996,16.810455464175902,7.20647097850146e-05
4.290479180357583,-0.07840861021471511,NA,NA,NA,-0.07974916411067715,-0.007496389429151205,NA,6,-23591.40793117287,47194.825180149404,17.146644473621564,6.09144217896252e-05
4.310419512403987,-0.0765518076008847,NA,NA,-0.03600960957625955,-0.07961834368607715,-0.027361729155077806,NA,7,-23590.577770731597,47195.167966579684,17.48943090390094,5.13198051274973e-05
4.273178088252789,NA,NA,NA,NA,-0.08010945231618194,-0.016316172616212203,NA,5,-23592.974569121434,47195.95579307871,18.277257402929536,3.46107211198343e-05
4.270016061361699,NA,NA,NA,-0.01218496825331878,-0.07982904350089648,NA,NA,5,-23593.125929389065,47196.258513613975,18.579977938192314,2.97492292886044e-05
4.294517955344617,NA,NA,NA,-0.037763739351556816,-0.08002384371274954,-0.03692807104724655,NA,6,-23592.225663714715,47196.46064523309,18.782109557309013,2.68895414097915e-05
4.355686576549303,-0.10569138666213335,-0.05900283964075344,-0.5865583028785675,NA,NA,-0.020394149368414556,0.07069868860763204,8,-23600.744091399934,47217.50415972209,39.8256240463088,7.24506497008933e-10
4.3333460890034345,-0.09046298543520065,-0.01059534162237109,-0.5007862611315088,NA,NA,NA,NA,6,-23603.311227860573,47218.63177352481,40.953237849025754,4.12272207062115e-10
4.360376144122764,-0.10914777288782071,-0.06613119629436831,-0.5014070237449247,-0.019488865032102096,NA,-0.02727859068166391,0.08051849233954933,9,-23600.46068721778,47218.9413478044,41.26281212861795,3.53151339248761e-10
4.3429015135289095,-0.08307224351745027,-0.009935047758663,-0.5628559739357339,NA,NA,-0.0168894930214835,NA,7,-23602.852978202962,47219.71838152241,42.03984584662976,2.39458429350498e-10
4.3338800253082805,-0.08830647314110873,-0.010250371712634855,-0.5784584905817507,0.013478436044085928,NA,NA,NA,7,-23603.16368005129,47220.33978521907,42.66124954328552,1.75506833734919e-10
4.342422661906874,-0.08302639031712511,-0.00989202394611284,-0.5774484446162993,0.0032148937478387353,NA,-0.015821610364850303,NA,8,-23602.84611547481,47221.708207871845,44.029672196062165,8.85410825954709e-11
4.307258333999472,NA,-0.01011605058950239,-0.4823237998492789,NA,NA,NA,NA,5,-23606.625164593017,47223.25698402188,45.57844834609568,4.08161803256415e-11
4.326966835231593,NA,-0.009361991949504756,-0.5894822882941784,NA,NA,-0.02806645178417046,NA,6,-23605.70281553258,47223.41494886882,45.73641319303715,3.77164431025829e-11
4.342518880256691,-0.11842045227274167,-0.07670636775942419,NA,-0.06443339761742145,NA,-0.029718654240087055,0.09525273954324218,8,-23603.73835365228,47223.49268422678,45.81414855099865,3.62786160062501e-11
4.309395971809778,NA,-0.009727707423938095,-0.6152099914793467,0.022758837755662144,NA,NA,NA,6,-23606.33818909995,47224.685696003566,47.00716032778291,1.99798164913206e-11
4.330780014734502,NA,-0.031409886052028324,-0.603493296578093,NA,NA,-0.0308537750470409,0.03168879297640349,7,-23605.376693452927,47224.76581202234,47.08727634655952,1.91952831421313e-11
4.308122712484539,-0.09368666838069467,-0.010203560434217716,NA,-0.034142674555111385,NA,NA,NA,6,-23606.39512927092,47224.799576345504,47.12104066972097,1.88739453408142e-11
4.294446305803602,-0.08669760463043427,-0.009193260036134177,NA,NA,NA,NA,NA,5,-23607.542176258525,47225.091007352894,47.41247167711117,1.63147060691642e-11
4.326334899326094,NA,-0.009321215957978865,-0.609249842460164,0.004354936081048517,NA,-0.026593590122172668,NA,7,-23605.69398673147,47225.400398579426,47.72186290364334,1.39764154818759e-11
4.317187035523814,-0.08818625481498649,-0.009953850283342001,NA,-0.044887516741519584,NA,-0.016463498386134864,NA,7,-23606.16502415425,47226.342473424986,48.66393774920289,8.72623388740595e-12
4.331771574021095,NA,-0.03290647467318972,-0.5812426846189017,-0.005104471714678728,NA,-0.03276301530128183,0.03376939395971526,8,-23605.365630229662,47226.74723738155,49.0687017057644,7.12743840273057e-12
4.292223101119569,-0.0902733155677556,-0.009430306845903019,NA,NA,NA,0.007635993129457784,NA,6,-23607.476971054955,47226.96325991357,49.284724237790215,6.3977133250221e-12
4.271051644880483,NA,-0.009199898858263039,NA,NA,NA,NA,NA,4,-23609.4863209272,47226.97707791961,49.298542243828706,6.35366384854875e-12
4.34044118760513,-0.07854488073176125,NA,-0.5574281661074523,NA,NA,-0.029484518495363377,NA,6,-23607.50180669414,47227.012931191945,49.33439551616175,6.24077887541614e-12
4.301105225908289,-0.10940398521139807,-0.050274751208095866,NA,NA,NA,0.0059477365028342746,0.0584770757593713,7,-23606.633318220902,47227.27906155829,49.60052588250983,5.46322793085317e-12
4.322587804437926,-0.0915686804380406,NA,-0.4427317045059785,NA,NA,NA,NA,5,-23608.73342632134,47227.47350747853,49.79497180274484,4.95707996716849e-12
4.280479113221333,NA,-0.009807027837853921,NA,-0.027697548984449025,NA,NA,NA,5,-23608.900706302666,47227.808067441176,50.12953176539304,4.19350487415925e-12
4.324550017773651,-0.08671973883026929,NA,-0.6189219077579844,0.0298433314011813,NA,NA,NA,6,-23608.11470820816,47228.23873421998,50.56019854419719,3.38110804708145e-12
4.298648235513005,NA,-0.009504828212461292,NA,-0.04661964275636854,NA,-0.02786206425336317,NA,6,-23608.38864413426,47228.78660607218,51.108070396396215,2.57092962233017e-12
4.338598859728461,-0.07843582654881276,NA,-0.6150678607765429,0.012675015636851267,NA,-0.025067897552904832,NA,7,-23607.405628576744,47228.82368226998,51.14514659419365,2.52370852177611e-12
4.272263828980613,NA,-0.00912941984262798,NA,NA,NA,-0.0028741193974368877,NA,5,-23609.478619356603,47228.96389354905,51.28535787326837,2.35284166271431e-12
4.32546281449262,NA,NA,-0.5829719638731912,NA,NA,-0.03940105276569598,NA,5,-23609.847139062123,47229.70093296009,52.02239728430868,1.62759605006595e-12
4.3081980163591735,NA,-0.042975408977418736,NA,-0.05676466567493124,NA,-0.03644037621512658,0.047808940675581287,7,-23607.871135044283,47229.754695205054,52.076159529271536,1.58442725357755e-12
4.274018331867364,NA,-0.02451130773418496,NA,NA,NA,-0.0043023577355902915,0.022004926844084942,6,-23609.37131550021,47230.751948804085,53.07341312830249,9.62324264623078e-13
4.296689814426777,NA,NA,-0.4267305689214236,NA,NA,NA,NA,4,-23611.535768234728,47231.075972534665,53.39743685888243,8.18390496266189e-13
4.288939556608035,-0.088054910773596,NA,NA,NA,NA,NA,NA,4,-23611.681234889646,47231.3669058445,53.68837016871839,7.07595743649079e-13
4.323565743572116,NA,NA,-0.6431484977215676,0.013232859008507458,NA,-0.03477811069267732,NA,6,-23609.768971547823,47231.54726089931,53.86872522352496,6.46579021002074e-13
4.3009519515421,NA,NA,-0.6529869936794752,0.03813790809001427,NA,NA,NA,5,-23610.80746043175,47231.62157569935,53.94304002356512,6.22994705060289e-13
4.2970464134676245,-0.09248148558020272,NA,NA,-0.021177130453931145,NA,NA,NA,5,-23611.26660431862,47232.53986347308,54.861327797298145,3.93623210334069e-13
4.265174294137114,NA,NA,NA,NA,NA,NA,NA,3,-23613.58591182572,47233.17448499542,55.495949319636566,2.86598812395365e-13
4.290349302692399,-0.08590301314009689,NA,NA,NA,NA,-0.004552487972347652,NA,5,-23611.658435260786,47233.32352535742,55.64498968163389,2.66017791162948e-13
4.311677031190234,-0.08390314994476455,NA,NA,-0.038513858645813304,NA,-0.025804761628852504,NA,6,-23610.76609606679,47233.54150993724,55.862974261457566,2.38548084151178e-13
4.271384681149465,NA,NA,NA,NA,NA,-0.014201198257798612,NA,4,-23613.399199972377,47234.80283600996,57.12430033418059,1.26964543741628e-13
4.270170930654476,NA,NA,NA,-0.015311821971892394,NA,NA,NA,4,-23613.41532795373,47234.83509197267,57.1565562968899,1.24933286020105e-13
4.29424278540573,NA,NA,NA,-0.040446940367652104,NA,-0.03628065780329001,NA,5,-23612.610606629143,47235.22786809413,57.54933241834806,1.0265684480643e-13
