rowname,estimate,SE,Adjusted SE,z value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),16.555639657432927,3.2143778664923084,3.2217289034620142,5.138743871230917,3e-7,10.24116703869566,22.870112276170193,global
elevation_change,-15.067094286777593,5.951001743793345,5.965372438745472,2.5257591946675215,0.0115449,-26.759009421086585,-3.3751791524686006,global
height,8.618245725815203,1.1240945304304997,1.1268198388871769,7.648290727936064,0,6.4097194245311115,10.826772027099295,global
latitude,4.35252850443227,4.42259595529743,4.432303863025365,0.9820013787279821,0.3260992,-3.891388315436469,13.434977431794579,global
snowdepth,-1.1315252025725608,1.5068254782439359,1.509698543587677,0.7495040697883846,0.4535534,-4.642421106473698,1.522994571345113,global
veg_foliage,-11.981483081139306,1.8950775799001607,1.8996248892212957,6.307288954321303,0,-15.704679448148934,-8.258286714129678,global
