micro,leafoff_Dscore,leafon_Dscore,leafoff_TAD,leafon_TAD,leafoff_KDE,leafon_KDE,Dscore_foliage_diff,TAD_foliage_diff,KDE_foliage_diff,Dscore_foliage_reduction,TAD_foliage_reduction,KDE_foliage_reduction,mean_reduction
canopy,0.27715015869724496,-0.06261382460747525,12.012916810522984,-7.617416784663144,0.3327664908686022,-0.33438544722215724,0.33976398330472024,19.63033359518613,0.6671519380907595,1.2259202192118308,1.634102183908449,2.0048651423685393,1.6216291818296067
soil,-0.4415221210277595,-0.6295991599853323,-10.7200130029789,-14.531276244232942,0.23021764056040278,-0.037463394407798396,0.18807703895757283,3.811263241254041,0.26768103496820117,0.4259742151078949,0.35552785618776384,1.162730337764751,0.6480774696868034
surface,0.12032027318729152,0.12353369017633598,4.058499073955038,0.5164523671502109,0.26810168668773693,-0.10057597177890859,-0.003213416989044454,3.542046706804827,0.3686776584666455,-0.026707194921693895,0.872747940127796,1.3751411377581197,0.740393960988074
all micros,-0.01468389638107434,-0.18955976480549053,1.7838009604997074,-7.210746887248625,0.277028606038914,-0.15747493780295474,0.17487586842441621,8.994547847748333,0.43450354384186873,0.5417290797993439,0.954125993408003,1.5142455392971368,1.003366870834828
