rowname,estimate,SE,Adjusted SE,z value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),15.040706534550669,3.7753255632570664,3.7843029240801354,3.9744985632213017,7.05e-5,7.623609096763991,22.457803972337345,global
elevation_change,-15.699498151756256,5.9730015643574275,5.987429898591412,2.6220763194989027,0.0087396,-27.434645112953728,-3.9643511905587836,global
height,8.641914787518637,1.1251009423103369,1.1278338807699861,7.662400407424093,0,6.4314010006654225,10.852428574371851,global
latitude,3.349334770877196,4.590203655149795,4.600608438687394,0.7280199598627001,0.4666014,-5.505467134399549,12.92488171078909,global
n_months,2.9730680085689105,4.2980884530845245,4.307842164585179,0.6901524928212406,0.4900983,-5.343990914993935,12.015193912865175,global
snowdepth,-1.1648650328151158,1.5173585340597187,1.5203474446368224,0.7661834384793381,0.4435672,-4.6237612142851185,1.54688650265262,global
veg_foliage,-11.78038858174438,1.9037680898098095,1.9083728080451396,6.173001696566687,0,-15.520730554588422,-8.040046608900337,global
