(Intercept),elevation_change,height,latitude,n_months,snowdepth,veg_foliage,df,logLik,AICc,delta,weight
14.624775712149983,NA,NA,NA,1.5767372956398498,NA,-12.10237906465933,5,-1606.204843725446,3222.5292093632424,70.43525959358749,2.48934695924511e-16
15.93679880007302,NA,NA,NA,NA,-1.5427449717209147,-12.369876068165041,5,-1606.8985993610104,3223.9167206343714,71.8227708647164,1.24391638216812e-16
15.753209240582532,NA,NA,NA,NA,NA,-12.228584496353237,4,-1608.7551560431275,3225.589834949078,73.49588517942311,5.38863825849015e-17
6.285479866128988,-14.350495314364967,NA,9.217611695124962,6.215961895419791,-1.101411228954307,NA,7,-1612.8701865189234,3239.964373037847,87.8704232681921,4.07462592685945e-20
6.3680245275053124,-14.553052228779427,NA,8.867927681565297,6.263992045578273,NA,NA,6,-1614.5332690834848,3241.2342028376283,89.14025306797339,2.15947264380056e-20
9.006717022773678,-12.888257139277481,NA,11.864387647406264,NA,-1.1299203739251382,NA,6,-1616.234478240204,3244.6366211510667,92.54267138141176,3.94023348526561e-21
9.112610109690602,-13.083990397175612,NA,11.526749089525158,NA,NA,NA,5,-1617.9076672109363,3245.9348563342232,93.84090656456829,2.05879814996109e-21
8.64662783733565,-17.389729215041555,NA,NA,9.70354700260313,-0.6763806486942135,NA,6,-1617.318211956153,3246.8040885829646,94.71013881330964,1.33309894510144e-21
8.63722335224645,-17.444713904048747,NA,NA,9.658544957607964,NA,NA,5,-1618.848411085638,3247.8163440836265,95.72239431397156,8.03625845425284e-22
2.7710409450564786,NA,NA,12.112883416821381,4.026855370212178,-1.241081487108586,NA,6,-1618.3052956869128,3248.7782560444844,96.6843062748294,4.9679517283037e-22
2.8127967239574474,NA,NA,11.766866500551696,4.03805719603047,NA,NA,5,-1620.0231248052735,3250.1657715228976,98.0718217532426,2.48245971410626e-22
4.838826716236005,NA,NA,13.694856743575096,NA,-1.2509592086543413,NA,5,-1621.1318260156318,3252.383173943614,100.28922417395916,8.19180096295839e-23
4.886516094337014,NA,NA,13.350663295500368,NA,NA,NA,4,-1622.8533686032615,3253.786260069346,101.69231029969114,4.06165574166342e-23
14.968975707794034,-16.268494998751233,NA,NA,NA,-0.5959467163768958,NA,5,-1622.1075954172798,3254.33471274691,102.24076297725514,3.0875082371091e-23
14.934760313296895,-16.321321117587395,NA,NA,NA,NA,NA,4,-1623.6204689527906,3255.3204607684042,103.22651099874929,1.88606068280327e-23
5.067134509067467,NA,NA,NA,8.26747733392483,-0.775042245532477,NA,5,-1623.8697557025089,3257.8590333173684,105.7650835477134,5.30043651032352e-24
5.045391683922332,NA,NA,NA,8.207720295104947,NA,NA,4,-1625.4268139248497,3258.9331507125225,106.83920094286759,3.09791864149539e-24
10.703309833172563,NA,NA,NA,NA,-0.6985871698042659,NA,4,-1627.8103581274413,3263.7002391177057,111.60628934805072,2.85699784919918e-25
10.646918399717434,NA,NA,NA,NA,NA,NA,3,-1629.3475265046443,3264.742672056908,112.6487222872529,1.69647895604419e-25
