rowname,estimate,SE,Adjusted SE,z value,Pr(>|z|),2.5 %,97.5 %,model
(Intercept),16.86477228912843,2.441324879681478,2.4469136650040118,6.892262906668913,0,12.068909632441663,21.6606349458152,global
elevation_change,-14.21243669784522,4.224322082818217,4.2345360506034595,3.3563149606011313,7.899e-4,-22.51197484826448,-5.912898547425961,global
height,8.814316165791498,1.1061495165012587,1.1088364464327936,7.94915805134994,0,6.641036666037846,10.98759566554515,global
latitude,-3.204383509070098,3.624191273804214,3.6320270441376294,0.8822576126579836,0.3776375,-10.818483577064734,3.5305117816143006,global
n_years,22.118608193100304,4.020932765520608,4.030491181411401,5.487819523116979,0,14.218990637527666,30.01822574867294,global
snowdepth,-1.217932096674091,1.5199697551159135,1.5228220340547165,0.7997862320334206,0.4238347,-4.702499552561802,1.4069846695171928,global
veg_foliage,-11.975560297577404,1.743300980437239,1.7474704786157074,6.8530830386697446,0,-15.400539499711162,-8.550581095443647,global
