rowname,estimate,SE,t value,2.5 %,97.5 %,model
(Intercept),6.548938826026565,1.1817685603544124,5.541642454985043,4.240276665377337,8.857999971820414,micro
height,8.33850330365063,1.1616965185889454,7.177867171177367,6.061901047415761,10.612967132300293,micro
n_years,23.266244322237167,4.468666212776241,5.206529916178856,14.531782081079584,32.0016922484504,micro
.sig01,NA,NA,NA,4.353749115942552,7.311223435379892,micro
.sigma,NA,NA,NA,4.798487343084223,5.44959241656273,micro
